DEG	LO	NLO	N2LO	N3LO	N4LO
148	-0.1919	-0.2946	-0.2887	-0.286	-0.2867
149	-0.1946	-0.2977	-0.2921	-0.2895	-0.2902
150	-0.1971	-0.3007	-0.2952	-0.2927	-0.2934
151	-0.1995	-0.3033	-0.298	-0.2957	-0.2964
152	-0.2017	-0.3055	-0.3005	-0.2984	-0.299
153	-0.2038	-0.3073	-0.3025	-0.3007	-0.3013
154	-0.2056	-0.3087	-0.3042	-0.3026	-0.3031
155	-0.2071	-0.3095	-0.3053	-0.304	-0.3045
156	-0.2084	-0.3098	-0.306	-0.3048	-0.3053
157	-0.2093	-0.3095	-0.306	-0.3051	-0.3055
158	-0.2097	-0.3084	-0.3053	-0.3047	-0.305
159	-0.2097	-0.3065	-0.3038	-0.3035	-0.3038
160	-0.2092	-0.3038	-0.3015	-0.3015	-0.3018
161	-0.2081	-0.3002	-0.2983	-0.2986	-0.2988
162	-0.2063	-0.2956	-0.2941	-0.2947	-0.2948
163	-0.2037	-0.2898	-0.2888	-0.2897	-0.2898
164	-0.2004	-0.283	-0.2823	-0.2835	-0.2835
165	-0.1961	-0.2749	-0.2746	-0.2761	-0.276
166	-0.1908	-0.2654	-0.2656	-0.2673	-0.2672
167	-0.1845	-0.2547	-0.2552	-0.2571	-0.257
168	-0.177	-0.2425	-0.2434	-0.2455	-0.2453
169	-0.1684	-0.229	-0.2301	-0.2323	-0.232
170	-0.1585	-0.214	-0.2153	-0.2176	-0.2173
171	-0.1474	-0.1976	-0.199	-0.2013	-0.201
172	-0.135	-0.1798	-0.1813	-0.1836	-0.1833
173	-0.1214	-0.1606	-0.1622	-0.1643	-0.1641
174	-0.1066	-0.1403	-0.1417	-0.1438	-0.1435
175	-0.09072	-0.1188	-0.1201	-0.1219	-0.1217
176	-0.07385	-0.09626999999999999	-0.09744	-0.09894	-0.09873
177	-0.05616	-0.07295	-0.07388	-0.07505000000000001	-0.07489
178	-0.03781	-0.049	-0.04964	-0.05045	-0.05034
179	-0.01902	-0.02461	-0.02494	-0.02535	-0.02529
180	-0	-0	-0	-0	-0
