I,SLANGE,CROSS,E1,E2,E3,Energy,FORCE,CUTOFF,CONFIG
18,9.007,7.858e-07,38.441,1.833,51.266,100.0,N4LO,450,75_75_75_105
18,9.007,9.209e-07,46.425,1.678,43.437,100.0,N4LO+,550,45_75_45_105
18,9.007,7.988e-07,38.441,1.833,51.266,100.0,N4LO+,550,75_75_75_105
18,9.007,1.241e-06,51.682,1.916,37.941,100.0,N4LO+,550,15_0_15_180
18,9.007,8.059e-07,38.441,1.833,51.266,100.0,N3LO,450,75_75_75_105
18,9.007,8.893e-07,46.425,1.678,43.437,100.0,N4LO,450,45_75_45_105
18,9.007,8.678e-07,46.425,1.678,43.437,100.0,N4LO+,400,45_75_45_105
18,9.007,9.059e-07,46.425,1.678,43.437,100.0,N4LO+,500,45_75_45_105
18,9.007,1.212e-06,51.682,1.916,37.941,100.0,N4LO+,500,15_0_15_180
18,9.007,7.711e-07,38.441,1.833,51.266,100.0,N4LO+,400,75_75_75_105
18,9.007,1.169e-06,51.682,1.916,37.941,100.0,N2LO,450,15_0_15_180
18,9.007,8.847e-07,46.425,1.678,43.437,100.0,N2LO,450,45_75_45_105
18,9.007,7.907e-07,38.441,1.833,51.266,100.0,N4LO+,500,75_75_75_105
18,9.007,1.137e-06,51.682,1.916,37.941,100.0,N4LO+,400,15_0_15_180
18,9.007,1.192e-06,51.682,1.916,37.941,100.0,N3LO,450,15_0_15_180
18,9.007,1.175e-06,51.682,1.916,37.941,100.0,N4LO,450,15_0_15_180
18,9.007,1.176e-06,51.682,1.916,37.941,100.0,N4LO+,450,15_0_15_180
18,9.007,9.078e-07,46.425,1.678,43.437,100.0,N3LO,450,45_75_45_105
18,9.007,7.807e-07,38.441,1.833,51.266,100.0,N4LO+,450,75_75_75_105
18,9.007,7.831e-07,38.441,1.833,51.266,100.0,N2LO,450,75_75_75_105
18,9.009,1.011e-06,51.588,1.514,38.438,100.0,N4LO+,550,15_105_15_75
18,9.009,9.732e-07,51.588,1.514,38.438,100.0,N3LO,450,15_105_15_75
18,9.009,9.59e-07,51.588,1.514,38.438,100.0,N4LO,450,15_105_15_75
18,9.009,9.887e-07,51.588,1.514,38.438,100.0,N4LO+,500,15_105_15_75
18,9.009,9.531e-07,51.588,1.514,38.438,100.0,N2LO,450,15_105_15_75
18,9.009,9.604e-07,51.588,1.514,38.438,100.0,N4LO+,450,15_105_15_75
18,9.009,9.292e-07,51.588,1.514,38.438,100.0,N4LO+,400,15_105_15_75
19,9.5,1.804e-06,4.813,4.557,12.171,30.0,N4LO+,550,15_0_15_180
19,9.5,1.774e-06,4.813,4.557,12.171,30.0,N4LO+,450,15_0_15_180
19,9.5,0.000107,3.147,4.719,13.674,30.0,N4LO+,500,75_75_75_105
19,9.5,1.792e-06,4.813,4.557,12.171,30.0,N4LO+,500,15_0_15_180
19,9.5,0.0001076,3.147,4.719,13.674,30.0,N4LO+,400,75_75_75_105
19,9.5,1.82e-06,4.813,4.557,12.171,30.0,N2LO,450,15_0_15_180
19,9.5,0.0001074,3.147,4.719,13.674,30.0,N2LO,450,75_75_75_105
19,9.5,1.756e-06,4.813,4.557,12.171,30.0,N4LO+,400,15_0_15_180
19,9.5,1.768e-06,4.813,4.557,12.171,30.0,N4LO,450,15_0_15_180
19,9.5,1.774e-06,4.813,4.557,12.171,30.0,N3LO,450,15_0_15_180
19,9.5,0.0001073,3.147,4.719,13.674,30.0,N4LO,450,75_75_75_105
19,9.5,0.0001065,3.147,4.719,13.674,30.0,N3LO,450,75_75_75_105
19,9.5,0.0001066,3.147,4.719,13.674,30.0,N4LO+,550,75_75_75_105
19,9.5,0.0001073,3.147,4.719,13.674,30.0,N4LO+,450,75_75_75_105
19,9.501,3.01e-05,12.04,7.165,2.336,30.0,N2LO,450,165_15_15_165
19,9.501,2.998e-05,12.04,7.165,2.336,30.0,N4LO+,500,165_15_15_165
19,9.501,2.992e-05,12.04,7.165,2.336,30.0,N4LO+,400,165_15_15_165
19,9.501,1.315e-06,39.813,2.417,49.31,100.0,N4LO+,550,165_15_15_165
19,9.501,2.991e-05,12.04,7.165,2.336,30.0,N4LO,450,165_15_15_165
19,9.501,1.24e-06,39.813,2.417,49.31,100.0,N4LO,450,165_15_15_165
19,9.501,2.979e-05,12.04,7.165,2.336,30.0,N3LO,450,165_15_15_165
19,9.501,1.283e-06,39.813,2.417,49.31,100.0,N4LO+,500,165_15_15_165
19,9.501,2.997e-05,12.04,7.165,2.336,30.0,N4LO+,550,165_15_15_165
19,9.501,1.259e-06,39.813,2.417,49.31,100.0,N3LO,450,165_15_15_165
19,9.501,1.243e-06,39.813,2.417,49.31,100.0,N4LO+,450,165_15_15_165
19,9.501,4.293e-05,4.671,4.263,12.606,30.0,N4LO+,400,15_105_15_75
19,9.501,2.995e-05,12.04,7.165,2.336,30.0,N4LO+,450,165_15_15_165
19,9.501,1.198e-06,39.813,2.417,49.31,100.0,N4LO+,400,165_15_15_165
19,9.501,4.285e-05,4.671,4.263,12.606,30.0,N4LO,450,15_105_15_75
19,9.501,4.288e-05,4.671,4.263,12.606,30.0,N4LO+,450,15_105_15_75
19,9.501,4.28e-05,4.671,4.263,12.606,30.0,N4LO+,500,15_105_15_75
19,9.501,4.319e-05,4.671,4.263,12.606,30.0,N2LO,450,15_105_15_75
19,9.501,4.258e-05,4.671,4.263,12.606,30.0,N3LO,450,15_105_15_75
19,9.501,4.267e-05,4.671,4.263,12.606,30.0,N4LO+,550,15_105_15_75
19,9.501,1.234e-06,39.813,2.417,49.31,100.0,N2LO,450,165_15_15_165
19,9.502,9.997e-07,51.118,1.663,38.759,100.0,N3LO,450,15_105_15_75
19,9.502,9.54e-07,51.118,1.663,38.759,100.0,N4LO+,400,15_105_15_75
19,9.502,1.016e-06,51.118,1.663,38.759,100.0,N4LO+,500,15_105_15_75
19,9.502,9.865e-07,51.118,1.663,38.759,100.0,N4LO+,450,15_105_15_75
19,9.502,1.039e-06,51.118,1.663,38.759,100.0,N4LO+,550,15_105_15_75
19,9.502,9.792e-07,51.118,1.663,38.759,100.0,N2LO,450,15_105_15_75
19,9.502,9.85e-07,51.118,1.663,38.759,100.0,N4LO,450,15_105_15_75
19,9.503,0.0001028,4.095,4.469,12.976,30.0,N4LO+,550,45_75_45_105
19,9.503,0.0001035,4.095,4.469,12.976,30.0,N4LO,450,45_75_45_105
19,9.503,0.0001027,4.095,4.469,12.976,30.0,N3LO,450,45_75_45_105
19,9.503,0.0001039,4.095,4.469,12.976,30.0,N4LO+,400,45_75_45_105
19,9.503,0.0001038,4.095,4.469,12.976,30.0,N2LO,450,45_75_45_105
19,9.503,0.0001036,4.095,4.469,12.976,30.0,N4LO+,450,45_75_45_105
19,9.503,0.0001032,4.095,4.469,12.976,30.0,N4LO+,500,45_75_45_105
19,9.506,9.066e-07,45.954,1.843,43.743,100.0,N2LO,450,45_75_45_105
19,9.506,8.888e-07,45.954,1.843,43.743,100.0,N4LO+,400,45_75_45_105
19,9.506,9.112e-07,45.954,1.843,43.743,100.0,N4LO,450,45_75_45_105
19,9.506,9.284e-07,45.954,1.843,43.743,100.0,N4LO+,500,45_75_45_105
19,9.506,9.091e-07,45.954,1.843,43.743,100.0,N4LO+,450,45_75_45_105
19,9.506,9.301e-07,45.954,1.843,43.743,100.0,N3LO,450,45_75_45_105
19,9.506,9.439e-07,45.954,1.843,43.743,100.0,N4LO+,550,45_75_45_105
19,9.507,8.075e-07,37.974,2.012,51.554,100.0,N4LO,450,75_75_75_105
19,9.507,8.022e-07,37.974,2.012,51.554,100.0,N4LO+,450,75_75_75_105
19,9.507,8.207e-07,37.974,2.012,51.554,100.0,N4LO+,550,75_75_75_105
19,9.507,8.28e-07,37.974,2.012,51.554,100.0,N3LO,450,75_75_75_105
19,9.507,8.05e-07,37.974,2.012,51.554,100.0,N2LO,450,75_75_75_105
19,9.507,7.923e-07,37.974,2.012,51.554,100.0,N4LO+,400,75_75_75_105
19,9.507,8.125e-07,37.974,2.012,51.554,100.0,N4LO+,500,75_75_75_105
19,9.509,1.148e-06,51.214,2.097,38.229,100.0,N4LO+,400,15_0_15_180
19,9.509,1.254e-06,51.214,2.097,38.229,100.0,N4LO+,550,15_0_15_180
19,9.509,1.225e-06,51.214,2.097,38.229,100.0,N4LO+,500,15_0_15_180
19,9.509,1.204e-06,51.214,2.097,38.229,100.0,N3LO,450,15_0_15_180
19,9.509,1.181e-06,51.214,2.097,38.229,100.0,N2LO,450,15_0_15_180
19,9.509,1.188e-06,51.214,2.097,38.229,100.0,N4LO+,450,15_0_15_180
19,9.509,1.186e-06,51.214,2.097,38.229,100.0,N4LO,450,15_0_15_180
20,10.0,2.634e-05,11.875,7.636,2.029,30.0,N4LO,450,165_15_15_165
20,10.0,2.647e-05,11.875,7.636,2.029,30.0,N2LO,450,165_15_15_165
20,10.0,2.643e-05,11.875,7.636,2.029,30.0,N4LO+,500,165_15_15_165
20,10.0,2.633e-05,11.875,7.636,2.029,30.0,N4LO+,400,165_15_15_165
20,10.0,2.626e-05,11.875,7.636,2.029,30.0,N3LO,450,165_15_15_165
20,10.0,2.644e-05,11.875,7.636,2.029,30.0,N4LO+,550,165_15_15_165
20,10.0,2.638e-05,11.875,7.636,2.029,30.0,N4LO+,450,165_15_15_165
20,10.001,9.445e-05,2.82,5.098,13.622,30.0,N4LO+,400,75_75_75_105
20,10.001,9.277e-07,45.489,2.012,44.039,100.0,N4LO,450,45_75_45_105
20,10.001,9.046e-07,45.489,2.012,44.039,100.0,N4LO+,400,45_75_45_105
20,10.001,9.65e-05,3.752,4.83,12.958,30.0,N4LO+,400,45_75_45_105
20,10.001,9.619e-05,3.752,4.83,12.958,30.0,N4LO,450,45_75_45_105
20,10.001,9.59e-05,3.752,4.83,12.958,30.0,N4LO+,500,45_75_45_105
20,10.001,9.544e-05,3.752,4.83,12.958,30.0,N3LO,450,45_75_45_105
20,10.001,9.388e-05,2.82,5.098,13.622,30.0,N4LO+,500,75_75_75_105
20,10.001,9.623e-05,3.752,4.83,12.958,30.0,N4LO+,450,45_75_45_105
20,10.001,9.255e-07,45.489,2.012,44.039,100.0,N4LO+,450,45_75_45_105
20,10.001,9.454e-07,45.489,2.012,44.039,100.0,N4LO+,500,45_75_45_105
20,10.001,9.413e-05,2.82,5.098,13.622,30.0,N4LO,450,75_75_75_105
20,10.001,9.427e-05,2.82,5.098,13.622,30.0,N2LO,450,75_75_75_105
20,10.001,9.233e-07,45.489,2.012,44.039,100.0,N2LO,450,45_75_45_105
20,10.001,9.646e-05,3.752,4.83,12.958,30.0,N2LO,450,45_75_45_105
20,10.001,9.552e-05,3.752,4.83,12.958,30.0,N4LO+,550,45_75_45_105
20,10.001,9.354e-05,2.82,5.098,13.622,30.0,N4LO+,550,75_75_75_105
20,10.001,9.469e-07,45.489,2.012,44.039,100.0,N3LO,450,45_75_45_105
20,10.001,9.418e-05,2.82,5.098,13.622,30.0,N4LO+,450,75_75_75_105
20,10.001,9.345e-05,2.82,5.098,13.622,30.0,N3LO,450,75_75_75_105
20,10.001,9.614e-07,45.489,2.012,44.039,100.0,N4LO+,550,45_75_45_105
20,10.002,1.774e-06,4.459,4.912,12.169,30.0,N4LO+,450,15_0_15_180
20,10.002,1.773e-06,4.459,4.912,12.169,30.0,N3LO,450,15_0_15_180
20,10.002,1.819e-06,4.459,4.912,12.169,30.0,N2LO,450,15_0_15_180
20,10.002,1.791e-06,4.459,4.912,12.169,30.0,N4LO+,500,15_0_15_180
20,10.002,4.342e-05,4.316,4.617,12.607,30.0,N4LO+,500,15_105_15_75
20,10.002,4.355e-05,4.316,4.617,12.607,30.0,N4LO+,400,15_105_15_75
20,10.002,4.347e-05,4.316,4.617,12.607,30.0,N4LO,450,15_105_15_75
20,10.002,1.755e-06,4.459,4.912,12.169,30.0,N4LO+,400,15_0_15_180
20,10.002,4.351e-05,4.316,4.617,12.607,30.0,N4LO+,450,15_105_15_75
20,10.002,4.382e-05,4.316,4.617,12.607,30.0,N2LO,450,15_105_15_75
20,10.002,1.768e-06,4.459,4.912,12.169,30.0,N4LO,450,15_0_15_180
20,10.002,4.321e-05,4.316,4.617,12.607,30.0,N3LO,450,15_105_15_75
20,10.002,1.803e-06,4.459,4.912,12.169,30.0,N4LO+,550,15_0_15_180
20,10.002,4.329e-05,4.316,4.617,12.607,30.0,N4LO+,550,15_105_15_75
20,10.004,1.239e-06,40.238,2.686,48.616,100.0,N4LO+,400,165_15_15_165
20,10.004,1.362e-06,40.238,2.686,48.616,100.0,N4LO+,550,165_15_15_165
20,10.004,8.389e-07,37.512,2.196,51.831,100.0,N4LO+,550,75_75_75_105
20,10.004,1.303e-06,40.238,2.686,48.616,100.0,N3LO,450,165_15_15_165
20,10.004,1.284e-06,40.238,2.686,48.616,100.0,N4LO,450,165_15_15_165
20,10.004,8.201e-07,37.512,2.196,51.831,100.0,N4LO+,450,75_75_75_105
20,10.004,8.256e-07,37.512,2.196,51.831,100.0,N4LO,450,75_75_75_105
20,10.004,8.464e-07,37.512,2.196,51.831,100.0,N3LO,450,75_75_75_105
20,10.004,1.278e-06,40.238,2.686,48.616,100.0,N2LO,450,165_15_15_165
20,10.004,8.1e-07,37.512,2.196,51.831,100.0,N4LO+,400,75_75_75_105
20,10.004,1.329e-06,40.238,2.686,48.616,100.0,N4LO+,500,165_15_15_165
20,10.004,8.306e-07,37.512,2.196,51.831,100.0,N4LO+,500,75_75_75_105
20,10.004,1.286e-06,40.238,2.686,48.616,100.0,N4LO+,450,165_15_15_165
20,10.004,8.233e-07,37.512,2.196,51.831,100.0,N2LO,450,75_75_75_105
20,10.009,1.152e-06,50.749,2.283,38.508,100.0,N4LO+,400,15_0_15_180
20,10.009,1.193e-06,50.749,2.283,38.508,100.0,N4LO+,450,15_0_15_180
20,10.009,1.26e-06,50.749,2.283,38.508,100.0,N4LO+,550,15_0_15_180
20,10.009,1.186e-06,50.749,2.283,38.508,100.0,N2LO,450,15_0_15_180
20,10.009,1.209e-06,50.749,2.283,38.508,100.0,N3LO,450,15_0_15_180
20,10.009,1.191e-06,50.749,2.283,38.508,100.0,N4LO,450,15_0_15_180
20,10.009,1.231e-06,50.749,2.283,38.508,100.0,N4LO+,500,15_0_15_180
20,10.01,1.005e-06,50.636,1.822,39.082,100.0,N4LO,450,15_105_15_75
20,10.01,1.061e-06,50.636,1.822,39.082,100.0,N4LO+,550,15_105_15_75
20,10.01,1.006e-06,50.636,1.822,39.082,100.0,N4LO+,450,15_105_15_75
20,10.01,9.728e-07,50.636,1.822,39.082,100.0,N4LO+,400,15_105_15_75
20,10.01,1.037e-06,50.636,1.822,39.082,100.0,N4LO+,500,15_105_15_75
20,10.01,9.992e-07,50.636,1.822,39.082,100.0,N2LO,450,15_105_15_75
20,10.01,1.02e-06,50.636,1.822,39.082,100.0,N3LO,450,15_105_15_75
21,10.5,8.35e-05,3.417,5.201,12.922,30.0,N3LO,450,45_75_45_105
21,10.5,1.341e-06,40.649,2.964,47.927,100.0,N3LO,450,165_15_15_165
21,10.5,8.357e-05,3.417,5.201,12.922,30.0,N4LO+,550,45_75_45_105
21,10.5,8.438e-05,3.417,5.201,12.922,30.0,N2LO,450,45_75_45_105
21,10.5,1.368e-06,40.649,2.964,47.927,100.0,N4LO+,500,165_15_15_165
21,10.5,8.415e-05,3.417,5.201,12.922,30.0,N4LO,450,45_75_45_105
21,10.5,1.273e-06,40.649,2.964,47.927,100.0,N4LO+,400,165_15_15_165
21,10.5,1.315e-06,40.649,2.964,47.927,100.0,N2LO,450,165_15_15_165
21,10.5,1.323e-06,40.649,2.964,47.927,100.0,N4LO+,450,165_15_15_165
21,10.5,1.403e-06,40.649,2.964,47.927,100.0,N4LO+,550,165_15_15_165
21,10.5,1.321e-06,40.649,2.964,47.927,100.0,N4LO,450,165_15_15_165
21,10.5,8.39e-05,3.417,5.201,12.922,30.0,N4LO+,500,45_75_45_105
21,10.5,8.418e-05,3.417,5.201,12.922,30.0,N4LO+,450,45_75_45_105
21,10.5,8.443e-05,3.417,5.201,12.922,30.0,N4LO+,400,45_75_45_105
21,10.501,2.415e-05,11.69,8.101,1.748,30.0,N2LO,450,165_15_15_165
21,10.501,2.403e-05,11.69,8.101,1.748,30.0,N3LO,450,165_15_15_165
21,10.501,2.421e-05,11.69,8.101,1.748,30.0,N4LO+,550,165_15_15_165
21,10.501,2.407e-05,11.69,8.101,1.748,30.0,N4LO,450,165_15_15_165
21,10.501,2.418e-05,11.69,8.101,1.748,30.0,N4LO+,500,165_15_15_165
21,10.501,2.406e-05,11.69,8.101,1.748,30.0,N4LO+,400,165_15_15_165
21,10.501,2.412e-05,11.69,8.101,1.748,30.0,N4LO+,450,165_15_15_165
21,10.502,9.373e-07,45.02,2.188,44.331,100.0,N4LO+,450,45_75_45_105
21,10.502,7.931e-05,2.504,5.487,13.549,30.0,N4LO+,550,75_75_75_105
21,10.502,1.051e-06,50.17,1.982,39.389,100.0,N4LO+,500,15_105_15_75
21,10.502,9.852e-07,50.17,1.982,39.389,100.0,N4LO+,400,15_105_15_75
21,10.502,7.981e-05,2.504,5.487,13.549,30.0,N4LO,450,75_75_75_105
21,10.502,3.685e-05,3.97,4.979,12.591,30.0,N4LO+,450,15_105_15_75
21,10.502,1.02e-06,50.17,1.982,39.389,100.0,N4LO+,450,15_105_15_75
21,10.502,1.013e-06,50.17,1.982,39.389,100.0,N2LO,450,15_105_15_75
21,10.502,3.712e-05,3.97,4.979,12.591,30.0,N2LO,450,15_105_15_75
21,10.502,7.96e-05,2.504,5.487,13.549,30.0,N4LO+,500,75_75_75_105
21,10.502,7.985e-05,2.504,5.487,13.549,30.0,N4LO+,450,75_75_75_105
21,10.502,9.158e-07,45.02,2.188,44.331,100.0,N4LO+,400,45_75_45_105
21,10.502,9.74e-07,45.02,2.188,44.331,100.0,N4LO+,550,45_75_45_105
21,10.502,9.59e-07,45.02,2.188,44.331,100.0,N3LO,450,45_75_45_105
21,10.502,9.353e-07,45.02,2.188,44.331,100.0,N2LO,450,45_75_45_105
21,10.502,9.396e-07,45.02,2.188,44.331,100.0,N4LO,450,45_75_45_105
21,10.502,1.018e-06,50.17,1.982,39.389,100.0,N4LO,450,15_105_15_75
21,10.502,3.683e-05,3.97,4.979,12.591,30.0,N4LO,450,15_105_15_75
21,10.502,1.034e-06,50.17,1.982,39.389,100.0,N3LO,450,15_105_15_75
21,10.502,9.577e-07,45.02,2.188,44.331,100.0,N4LO+,500,45_75_45_105
21,10.502,8.007e-05,2.504,5.487,13.549,30.0,N4LO+,400,75_75_75_105
21,10.502,7.924e-05,2.504,5.487,13.549,30.0,N3LO,450,75_75_75_105
21,10.502,7.992e-05,2.504,5.487,13.549,30.0,N2LO,450,75_75_75_105
21,10.502,1.076e-06,50.17,1.982,39.389,100.0,N4LO+,550,15_105_15_75
21,10.502,3.678e-05,3.97,4.979,12.591,30.0,N4LO+,500,15_105_15_75
21,10.502,3.689e-05,3.97,4.979,12.591,30.0,N4LO+,400,15_105_15_75
21,10.502,3.66e-05,3.97,4.979,12.591,30.0,N3LO,450,15_105_15_75
21,10.502,3.668e-05,3.97,4.979,12.591,30.0,N4LO+,550,15_105_15_75
21,10.503,1.795e-06,4.113,5.275,12.152,30.0,N4LO+,550,15_0_15_180
21,10.503,1.767e-06,4.113,5.275,12.152,30.0,N4LO+,450,15_0_15_180
21,10.503,1.749e-06,4.113,5.275,12.152,30.0,N4LO+,400,15_0_15_180
21,10.503,1.766e-06,4.113,5.275,12.152,30.0,N3LO,450,15_0_15_180
21,10.503,1.761e-06,4.113,5.275,12.152,30.0,N4LO,450,15_0_15_180
21,10.503,1.81e-06,4.113,5.275,12.152,30.0,N2LO,450,15_0_15_180
21,10.503,1.784e-06,4.113,5.275,12.152,30.0,N4LO+,500,15_0_15_180
21,10.506,8.407e-07,37.048,2.388,52.104,100.0,N4LO,450,75_75_75_105
21,10.506,8.246e-07,37.048,2.388,52.104,100.0,N4LO+,400,75_75_75_105
21,10.506,8.35e-07,37.048,2.388,52.104,100.0,N4LO+,450,75_75_75_105
21,10.506,8.54e-07,37.048,2.388,52.104,100.0,N4LO+,550,75_75_75_105
21,10.506,8.617e-07,37.048,2.388,52.104,100.0,N3LO,450,75_75_75_105
21,10.506,8.385e-07,37.048,2.388,52.104,100.0,N2LO,450,75_75_75_105
21,10.506,8.456e-07,37.048,2.388,52.104,100.0,N4LO+,500,75_75_75_105
21,10.507,1.151e-06,50.289,2.472,38.778,100.0,N4LO+,400,15_0_15_180
21,10.507,1.191e-06,50.289,2.472,38.778,100.0,N4LO,450,15_0_15_180
21,10.507,1.209e-06,50.289,2.472,38.778,100.0,N3LO,450,15_0_15_180
21,10.507,1.231e-06,50.289,2.472,38.778,100.0,N4LO+,500,15_0_15_180
21,10.507,1.186e-06,50.289,2.472,38.778,100.0,N2LO,450,15_0_15_180
21,10.507,1.261e-06,50.289,2.472,38.778,100.0,N4LO+,550,15_0_15_180
21,10.507,1.193e-06,50.289,2.472,38.778,100.0,N4LO+,450,15_0_15_180
22,11.001,6.556e-05,2.2,5.882,13.457,30.0,N3LO,450,75_75_75_105
22,11.001,2.812e-05,3.634,5.348,12.558,30.0,N2LO,450,15_105_15_75
22,11.001,2.79e-05,3.634,5.348,12.558,30.0,N4LO,450,15_105_15_75
22,11.001,6.611e-05,2.2,5.882,13.457,30.0,N2LO,450,75_75_75_105
22,11.001,2.795e-05,3.634,5.348,12.558,30.0,N4LO+,400,15_105_15_75
22,11.001,6.562e-05,2.2,5.882,13.457,30.0,N4LO+,550,75_75_75_105
22,11.001,6.605e-05,2.2,5.882,13.457,30.0,N4LO+,450,75_75_75_105
22,11.001,2.787e-05,3.634,5.348,12.558,30.0,N4LO+,500,15_105_15_75
22,11.001,2.772e-05,3.634,5.348,12.558,30.0,N3LO,450,15_105_15_75
22,11.001,2.78e-05,3.634,5.348,12.558,30.0,N4LO+,550,15_105_15_75
22,11.001,2.792e-05,3.634,5.348,12.558,30.0,N4LO+,450,15_105_15_75
22,11.001,6.624e-05,2.2,5.882,13.457,30.0,N4LO+,400,75_75_75_105
22,11.001,6.585e-05,2.2,5.882,13.457,30.0,N4LO+,500,75_75_75_105
22,11.001,6.602e-05,2.2,5.882,13.457,30.0,N4LO,450,75_75_75_105
22,11.002,6.996e-05,3.09,5.582,12.868,30.0,N4LO+,550,45_75_45_105
22,11.002,7.024e-05,3.09,5.582,12.868,30.0,N4LO+,500,45_75_45_105
22,11.002,1.187e-06,49.834,2.666,39.04,100.0,N4LO,450,15_0_15_180
22,11.002,2.276e-05,11.488,8.559,1.493,30.0,N4LO+,400,165_15_15_165
22,11.002,1.257e-06,49.834,2.666,39.04,100.0,N4LO+,550,15_0_15_180
22,11.002,2.282e-05,11.488,8.559,1.493,30.0,N2LO,450,165_15_15_165
22,11.002,1.796e-06,3.776,5.644,12.12,30.0,N2LO,450,15_0_15_180
22,11.002,7.063e-05,3.09,5.582,12.868,30.0,N2LO,450,45_75_45_105
22,11.002,2.277e-05,11.488,8.559,1.493,30.0,N3LO,450,165_15_15_165
22,11.002,1.205e-06,49.834,2.666,39.04,100.0,N3LO,450,15_0_15_180
22,11.002,7.044e-05,3.09,5.582,12.868,30.0,N4LO,450,45_75_45_105
22,11.002,2.297e-05,11.488,8.559,1.493,30.0,N4LO+,550,165_15_15_165
22,11.002,1.756e-06,3.776,5.644,12.12,30.0,N3LO,450,15_0_15_180
22,11.002,2.279e-05,11.488,8.559,1.493,30.0,N4LO,450,165_15_15_165
22,11.002,1.189e-06,49.834,2.666,39.04,100.0,N4LO+,450,15_0_15_180
22,11.002,1.757e-06,3.776,5.644,12.12,30.0,N4LO+,450,15_0_15_180
22,11.002,2.292e-05,11.488,8.559,1.493,30.0,N4LO+,500,165_15_15_165
22,11.002,1.182e-06,49.834,2.666,39.04,100.0,N2LO,450,15_0_15_180
22,11.002,1.784e-06,3.776,5.644,12.12,30.0,N4LO+,550,15_0_15_180
22,11.002,1.227e-06,49.834,2.666,39.04,100.0,N4LO+,500,15_0_15_180
22,11.002,2.284e-05,11.488,8.559,1.493,30.0,N4LO+,450,165_15_15_165
22,11.002,1.773e-06,3.776,5.644,12.12,30.0,N4LO+,500,15_0_15_180
22,11.002,7.047e-05,3.09,5.582,12.868,30.0,N4LO+,450,45_75_45_105
22,11.002,1.146e-06,49.834,2.666,39.04,100.0,N4LO+,400,15_0_15_180
22,11.002,6.99e-05,3.09,5.582,12.868,30.0,N3LO,450,45_75_45_105
22,11.002,1.751e-06,3.776,5.644,12.12,30.0,N4LO,450,15_0_15_180
22,11.002,7.067e-05,3.09,5.582,12.868,30.0,N4LO+,400,45_75_45_105
22,11.002,1.739e-06,3.776,5.644,12.12,30.0,N4LO+,400,15_0_15_180
22,11.004,1.303e-06,41.056,3.26,47.224,100.0,N4LO+,400,165_15_15_165
22,11.004,1.353e-06,41.056,3.26,47.224,100.0,N4LO,450,165_15_15_165
22,11.004,1.373e-06,41.056,3.26,47.224,100.0,N3LO,450,165_15_15_165
22,11.004,1.402e-06,41.056,3.26,47.224,100.0,N4LO+,500,165_15_15_165
22,11.004,1.355e-06,41.056,3.26,47.224,100.0,N4LO+,450,165_15_15_165
22,11.004,1.438e-06,41.056,3.26,47.224,100.0,N4LO+,550,165_15_15_165
22,11.004,1.347e-06,41.056,3.26,47.224,100.0,N2LO,450,165_15_15_165
22,11.005,8.66e-07,36.59,2.583,52.367,100.0,N4LO+,550,75_75_75_105
22,11.005,8.508e-07,36.59,2.583,52.367,100.0,N2LO,450,75_75_75_105
22,11.005,8.576e-07,36.59,2.583,52.367,100.0,N4LO+,500,75_75_75_105
22,11.005,8.528e-07,36.59,2.583,52.367,100.0,N4LO,450,75_75_75_105
22,11.005,8.364e-07,36.59,2.583,52.367,100.0,N4LO+,400,75_75_75_105
22,11.005,8.469e-07,36.59,2.583,52.367,100.0,N4LO+,450,75_75_75_105
22,11.005,8.738e-07,36.59,2.583,52.367,100.0,N3LO,450,75_75_75_105
22,11.008,9.822e-07,44.549,2.372,44.62,100.0,N4LO+,550,45_75_45_105
22,11.008,9.227e-07,44.549,2.372,44.62,100.0,N4LO+,400,45_75_45_105
22,11.008,9.471e-07,44.549,2.372,44.62,100.0,N4LO,450,45_75_45_105
22,11.008,9.43e-07,44.549,2.372,44.62,100.0,N2LO,450,45_75_45_105
22,11.008,9.447e-07,44.549,2.372,44.62,100.0,N4LO+,450,45_75_45_105
22,11.008,9.667e-07,44.549,2.372,44.62,100.0,N3LO,450,45_75_45_105
22,11.008,9.655e-07,44.549,2.372,44.62,100.0,N4LO+,500,45_75_45_105
22,11.01,1.027e-06,49.691,2.151,39.698,100.0,N4LO,450,15_105_15_75
22,11.01,1.021e-06,49.691,2.151,39.698,100.0,N2LO,450,15_105_15_75
22,11.01,1.028e-06,49.691,2.151,39.698,100.0,N4LO+,450,15_105_15_75
22,11.01,1.042e-06,49.691,2.151,39.698,100.0,N3LO,450,15_105_15_75
22,11.01,1.085e-06,49.691,2.151,39.698,100.0,N4LO+,550,15_105_15_75
22,11.01,9.928e-07,49.691,2.151,39.698,100.0,N4LO+,400,15_105_15_75
22,11.01,1.06e-06,49.691,2.151,39.698,100.0,N4LO+,500,15_105_15_75
23,11.501,5.731e-05,2.776,5.969,12.796,30.0,N4LO+,500,45_75_45_105
23,11.501,1.763e-06,3.448,6.02,12.073,30.0,N4LO+,500,15_0_15_180
23,11.501,2.241e-05,11.27,9.008,1.262,30.0,N4LO+,500,165_15_15_165
23,11.501,2.023e-05,3.307,5.726,12.506,30.0,N4LO+,550,15_105_15_75
23,11.501,2.028e-05,3.307,5.726,12.506,30.0,N4LO+,500,15_105_15_75
23,11.501,5.766e-05,2.776,5.969,12.796,30.0,N4LO+,400,45_75_45_105
