I,SLANGE,CROSS,E1,E2,E3,Energy,FORCE,CUTOFF
29,14.5,2.099e-06,47.093,4.131,41.057,100.0,N4LO,500
29,14.5,7.276e-07,47.093,4.131,41.057,100.0,LO,400
29,14.5,2.367e-06,1.964,8.304,12.014,30.0,N4LO+,450
29,14.5,1.983e-06,47.093,4.131,41.057,100.0,N4LO,400
29,14.5,2.029e-06,47.093,4.131,41.057,100.0,N2LO,450
29,14.5,2.382e-06,1.964,8.304,12.014,30.0,N4LO,550
29,14.5,2.137e-06,47.093,4.131,41.057,100.0,N4LO,550
29,14.5,2.257e-06,1.964,8.304,12.014,30.0,NLO,450
29,14.5,2.315e-06,1.964,8.304,12.014,30.0,N2LO,400
29,14.5,2.095e-06,47.093,4.131,41.057,100.0,N4LO+,500
29,14.5,2.032e-06,47.093,4.131,41.057,100.0,N3LO,400
29,14.5,2.043e-06,47.093,4.131,41.057,100.0,N4LO+,450
29,14.5,2.366e-06,1.964,8.304,12.014,30.0,N3LO,400
29,14.5,2.355e-06,1.964,8.304,12.014,30.0,N4LO+,400
29,14.5,1.695e-06,47.093,4.131,41.057,100.0,NLO,400
29,14.5,2.375e-06,1.964,8.304,12.014,30.0,N4LO,500
29,14.503,1.28e-06,7.293,7.001,17.988,40.0,N4LO+,400
29,14.503,1.252e-06,7.293,7.001,17.988,40.0,NLO,450
29,14.503,1.314e-06,7.293,7.001,17.988,40.0,N2LO,400
29,14.503,1.264e-06,7.293,7.001,17.988,40.0,N3LO,450
29,14.503,1.351e-06,7.293,7.001,17.988,40.0,N2LO,450
29,14.503,1.264e-06,7.293,7.001,17.988,40.0,N4LO+,550
29,14.503,1.296e-06,7.293,7.001,17.988,40.0,N4LO,400
29,14.503,1.271e-06,7.293,7.001,17.988,40.0,N4LO+,500
29,14.503,1.319e-06,7.293,7.001,17.988,40.0,N4LO,550
29,14.503,1.318e-06,7.293,7.001,17.988,40.0,N4LO,500
29,14.503,1.248e-06,7.293,7.001,17.988,40.0,NLO,400
29,14.503,3.864e-07,7.293,7.001,17.988,40.0,LO,450
29,14.503,4.6e-07,7.293,7.001,17.988,40.0,LO,400
29,14.503,1.278e-06,7.293,7.001,17.988,40.0,N4LO+,450
29,14.503,1.28e-06,7.293,7.001,17.988,40.0,N4LO+,400
29,14.503,1.311e-06,7.293,7.001,17.988,40.0,N4LO,450
29,14.503,1.27e-06,7.293,7.001,17.988,40.0,N3LO,400
29,14.508,2.121e-06,61.636,3.717,46.928,120.0,N4LO+,500
29,14.508,2.038e-06,61.636,3.717,46.928,120.0,N3LO,400
29,14.508,1.661e-06,61.636,3.717,46.928,120.0,NLO,400
29,14.508,2.111e-06,61.636,3.717,46.928,120.0,N3LO,450
29,14.508,2.125e-06,61.636,3.717,46.928,120.0,N4LO,500
29,14.508,2.061e-06,61.636,3.717,46.928,120.0,N4LO,450
29,14.508,1.987e-06,61.636,3.717,46.928,120.0,N4LO+,400
29,14.508,2.171e-06,61.636,3.717,46.928,120.0,N4LO,550
29,14.508,1.814e-06,61.636,3.717,46.928,120.0,NLO,450
29,14.508,2.06e-06,61.636,3.717,46.928,120.0,N4LO+,450
29,14.508,2.046e-06,61.636,3.717,46.928,120.0,N2LO,450
29,14.508,1.986e-06,61.636,3.717,46.928,120.0,N4LO,400
29,14.508,2.167e-06,61.636,3.717,46.928,120.0,N4LO+,550
29,14.508,6.618e-07,61.636,3.717,46.928,120.0,LO,400
29,14.508,7.844e-07,61.636,3.717,46.928,120.0,LO,450
29,14.508,1.84e-06,61.636,3.717,46.928,120.0,N2LO,400
30,15.002,1.265e-06,6.94,7.355,17.988,40.0,N4LO+,550
30,15.002,1.264e-06,6.94,7.355,17.988,40.0,N3LO,450
30,15.002,1.627e-06,61.187,3.923,47.172,120.0,NLO,400
30,15.002,2.474e-06,1.692,8.727,11.863,30.0,N4LO,500
30,15.002,1.675e-06,1.692,8.727,11.863,30.0,LO,450
30,15.002,1.315e-06,6.94,7.355,17.988,40.0,N2LO,400
30,15.002,1.319e-06,6.94,7.355,17.988,40.0,N4LO,550
30,15.002,2e-06,61.187,3.923,47.172,120.0,N2LO,450
30,15.002,1.249e-06,6.94,7.355,17.988,40.0,NLO,400
30,15.002,4.618e-07,6.94,7.355,17.988,40.0,LO,400
30,15.002,1.992e-06,61.187,3.923,47.172,120.0,N3LO,400
30,15.002,1.312e-06,6.94,7.355,17.988,40.0,N4LO,450
30,15.002,2.063e-06,61.187,3.923,47.172,120.0,N3LO,450
30,15.002,1.777e-06,61.187,3.923,47.172,120.0,NLO,450
30,15.002,2.116e-06,61.187,3.923,47.172,120.0,N4LO+,550
30,15.002,1.942e-06,61.187,3.923,47.172,120.0,N4LO,400
30,15.002,1.279e-06,6.94,7.355,17.988,40.0,N4LO+,450
30,15.002,2.337e-06,1.692,8.727,11.863,30.0,NLO,450
30,15.002,2.013e-06,61.187,3.923,47.172,120.0,N4LO+,450
30,15.002,2.485e-06,1.692,8.727,11.863,30.0,N4LO,550
30,15.002,2.459e-06,1.692,8.727,11.863,30.0,N2LO,450
30,15.002,1.272e-06,6.94,7.355,17.988,40.0,N4LO+,500
30,15.002,1.252e-06,6.94,7.355,17.988,40.0,NLO,450
30,15.002,1.296e-06,6.94,7.355,17.988,40.0,N4LO,400
30,15.002,2.077e-06,61.187,3.923,47.172,120.0,N4LO,500
30,15.002,2.015e-06,61.187,3.923,47.172,120.0,N4LO,450
30,15.002,2.461e-06,1.692,8.727,11.863,30.0,N3LO,400
30,15.002,2.072e-06,61.187,3.923,47.172,120.0,N4LO+,500
30,15.002,2.447e-06,1.692,8.727,11.863,30.0,N4LO,400
30,15.002,2.393e-06,1.692,8.727,11.863,30.0,N2LO,400
30,15.002,1.281e-06,6.94,7.355,17.988,40.0,N4LO+,400
30,15.002,2.492e-06,1.692,8.727,11.863,30.0,N4LO+,550
30,15.002,1.8e-06,61.187,3.923,47.172,120.0,N2LO,400
30,15.002,1.318e-06,6.94,7.355,17.988,40.0,N4LO,500
30,15.002,1.271e-06,6.94,7.355,17.988,40.0,N3LO,400
30,15.002,1.782e-06,1.692,8.727,11.863,30.0,LO,400
30,15.002,3.882e-07,6.94,7.355,17.988,40.0,LO,450
30,15.002,2.318e-06,1.692,8.727,11.863,30.0,NLO,400
30,15.002,1.281e-06,6.94,7.355,17.988,40.0,N4LO+,400
30,15.002,7.787e-07,61.187,3.923,47.172,120.0,LO,450
30,15.002,2.121e-06,61.187,3.923,47.172,120.0,N4LO,550
30,15.002,2.479e-06,1.692,8.727,11.863,30.0,N4LO+,500
30,15.002,2.465e-06,1.692,8.727,11.863,30.0,N3LO,450
30,15.002,2.446e-06,1.692,8.727,11.863,30.0,N4LO+,400
30,15.002,1.352e-06,6.94,7.355,17.988,40.0,N2LO,450
30,15.002,6.553e-07,61.187,3.923,47.172,120.0,LO,400
30,15.002,2.463e-06,1.692,8.727,11.863,30.0,N4LO+,450
30,15.002,1.943e-06,61.187,3.923,47.172,120.0,N4LO+,400
30,15.002,2.46e-06,1.692,8.727,11.863,30.0,N4LO,450
30,15.003,1.973e-06,46.645,4.36,41.277,100.0,N2LO,450
30,15.003,1.985e-06,46.645,4.36,41.277,100.0,N4LO+,450
30,15.003,2.029e-06,46.645,4.36,41.277,100.0,N3LO,450
30,15.003,1.777e-06,46.645,4.36,41.277,100.0,NLO,450
30,15.003,1.803e-06,46.645,4.36,41.277,100.0,N2LO,400
30,15.003,1.93e-06,46.645,4.36,41.277,100.0,N4LO,400
30,15.003,2.039e-06,46.645,4.36,41.277,100.0,N4LO,500
30,15.003,2.07e-06,46.645,4.36,41.277,100.0,N4LO+,550
30,15.003,1.653e-06,46.645,4.36,41.277,100.0,NLO,400
30,15.003,1.928e-06,46.645,4.36,41.277,100.0,N4LO+,400
30,15.003,7.198e-07,46.645,4.36,41.277,100.0,LO,400
30,15.003,1.977e-06,46.645,4.36,41.277,100.0,N3LO,400
30,15.003,1.988e-06,46.645,4.36,41.277,100.0,N4LO,450
30,15.003,8.393e-07,46.645,4.36,41.277,100.0,LO,450
30,15.003,2.035e-06,46.645,4.36,41.277,100.0,N4LO+,500
30,15.003,2.075e-06,46.645,4.36,41.277,100.0,N4LO,550
31,15.5,2.069e-06,60.735,4.133,47.414,120.0,N4LO,550
31,15.5,7.725e-07,60.735,4.133,47.414,120.0,LO,450
31,15.5,6.483e-07,60.735,4.133,47.414,120.0,LO,400
31,15.5,1.738e-06,60.735,4.133,47.414,120.0,NLO,450
31,15.5,2.013e-06,60.735,4.133,47.414,120.0,N3LO,450
31,15.5,2.027e-06,60.735,4.133,47.414,120.0,N4LO,500
31,15.5,1.965e-06,60.735,4.133,47.414,120.0,N4LO+,450
31,15.5,2.064e-06,60.735,4.133,47.414,120.0,N4LO+,550
31,15.5,1.593e-06,60.735,4.133,47.414,120.0,NLO,400
31,15.5,1.945e-06,60.735,4.133,47.414,120.0,N3LO,400
31,15.5,1.953e-06,60.735,4.133,47.414,120.0,N2LO,450
31,15.5,2.022e-06,60.735,4.133,47.414,120.0,N4LO+,500
31,15.5,1.897e-06,60.735,4.133,47.414,120.0,N4LO,400
31,15.5,1.967e-06,60.735,4.133,47.414,120.0,N4LO,450
31,15.5,1.897e-06,60.735,4.133,47.414,120.0,N4LO+,400
31,15.5,1.759e-06,60.735,4.133,47.414,120.0,N2LO,400
31,15.502,1.289e-06,6.592,7.713,17.977,40.0,N4LO+,400
31,15.502,1.273e-06,6.592,7.713,17.977,40.0,N4LO+,550
31,15.502,1.261e-06,6.592,7.713,17.977,40.0,NLO,450
31,15.502,1.319e-06,6.592,7.713,17.977,40.0,N4LO,450
31,15.502,1.28e-06,6.592,7.713,17.977,40.0,N4LO+,500
31,15.502,1.304e-06,6.592,7.713,17.977,40.0,N4LO,400
31,15.502,1.279e-06,6.592,7.713,17.977,40.0,N3LO,400
31,15.502,1.289e-06,6.592,7.713,17.977,40.0,N4LO+,400
31,15.502,1.326e-06,6.592,7.713,17.977,40.0,N4LO,500
31,15.502,4.106e-07,6.592,7.713,17.977,40.0,LO,450
31,15.502,1.257e-06,6.592,7.713,17.977,40.0,NLO,400
31,15.502,1.359e-06,6.592,7.713,17.977,40.0,N2LO,450
31,15.502,1.287e-06,6.592,7.713,17.977,40.0,N4LO+,450
31,15.502,1.273e-06,6.592,7.713,17.977,40.0,N3LO,450
31,15.502,4.833e-07,6.592,7.713,17.977,40.0,LO,400
31,15.502,1.322e-06,6.592,7.713,17.977,40.0,N2LO,400
31,15.502,1.326e-06,6.592,7.713,17.977,40.0,N4LO,550
31,15.503,2.53e-06,1.433,9.155,11.694,30.0,N4LO,400
31,15.503,2.466e-06,1.433,9.155,11.694,30.0,N2LO,400
31,15.503,1.698e-06,1.433,9.155,11.694,30.0,LO,450
31,15.503,2.555e-06,1.433,9.155,11.694,30.0,N4LO+,450
31,15.503,2.409e-06,1.433,9.155,11.694,30.0,NLO,450
31,15.503,2.551e-06,1.433,9.155,11.694,30.0,N3LO,400
31,15.503,2.578e-06,1.433,9.155,11.694,30.0,N4LO+,500
31,15.503,2.549e-06,1.433,9.155,11.694,30.0,N4LO,450
31,15.503,2.543e-06,1.433,9.155,11.694,30.0,N2LO,450
31,15.503,1.804e-06,1.433,9.155,11.694,30.0,LO,400
31,15.503,2.57e-06,1.433,9.155,11.694,30.0,N4LO,500
31,15.503,2.562e-06,1.433,9.155,11.694,30.0,N3LO,450
31,15.503,2.531e-06,1.433,9.155,11.694,30.0,N4LO+,400
31,15.503,2.596e-06,1.433,9.155,11.694,30.0,N4LO+,550
31,15.503,2.382e-06,1.433,9.155,11.694,30.0,NLO,400
31,15.503,2.586e-06,1.433,9.155,11.694,30.0,N4LO,550
31,15.511,1.924e-06,46.195,4.594,41.493,100.0,N4LO+,450
31,15.511,1.965e-06,46.195,4.594,41.493,100.0,N3LO,450
31,15.511,1.917e-06,46.195,4.594,41.493,100.0,N3LO,400
31,15.511,1.75e-06,46.195,4.594,41.493,100.0,N2LO,400
31,15.511,1.872e-06,46.195,4.594,41.493,100.0,N4LO,400
31,15.511,8.296e-07,46.195,4.594,41.493,100.0,LO,450
31,15.511,2.009e-06,46.195,4.594,41.493,100.0,N4LO,550
31,15.511,1.607e-06,46.195,4.594,41.493,100.0,NLO,400
31,15.511,2.003e-06,46.195,4.594,41.493,100.0,N4LO+,550
31,15.511,1.97e-06,46.195,4.594,41.493,100.0,N4LO+,500
31,15.511,7.098e-07,46.195,4.594,41.493,100.0,LO,400
31,15.511,1.869e-06,46.195,4.594,41.493,100.0,N4LO+,400
31,15.511,1.927e-06,46.195,4.594,41.493,100.0,N4LO,450
31,15.511,1.726e-06,46.195,4.594,41.493,100.0,NLO,450
31,15.511,1.975e-06,46.195,4.594,41.493,100.0,N4LO,500
31,15.511,1.912e-06,46.195,4.594,41.493,100.0,N2LO,450
32,16.0,4.517e-07,6.25,8.075,17.957,40.0,LO,450
32,16.0,5.228e-07,6.25,8.075,17.957,40.0,LO,400
32,16.0,1.372e-06,6.25,8.075,17.957,40.0,N2LO,450
32,16.0,1.273e-06,6.25,8.075,17.957,40.0,NLO,400
32,16.0,1.305e-06,6.25,8.075,17.957,40.0,N4LO+,400
32,16.0,1.341e-06,6.25,8.075,17.957,40.0,N4LO,550
32,16.0,1.334e-06,6.25,8.075,17.957,40.0,N4LO,450
32,16.0,1.29e-06,6.25,8.075,17.957,40.0,N4LO+,550
32,16.0,1.289e-06,6.25,8.075,17.957,40.0,N3LO,450
32,16.0,1.305e-06,6.25,8.075,17.957,40.0,N4LO+,400
32,16.0,1.296e-06,6.25,8.075,17.957,40.0,N4LO+,500
32,16.0,1.303e-06,6.25,8.075,17.957,40.0,N4LO+,450
32,16.0,1.32e-06,6.25,8.075,17.957,40.0,N4LO,400
32,16.0,1.34e-06,6.25,8.075,17.957,40.0,N4LO,500
32,16.0,1.335e-06,6.25,8.075,17.957,40.0,N2LO,400
32,16.0,1.295e-06,6.25,8.075,17.957,40.0,N3LO,400
32,16.0,1.277e-06,6.25,8.075,17.957,40.0,NLO,450
32,16.002,1.674e-06,45.761,4.824,41.697,100.0,NLO,450
32,16.002,2.661e-06,1.188,9.59,11.504,30.0,N4LO+,500
32,16.002,1.85e-06,45.761,4.824,41.697,100.0,N2LO,450
32,16.002,8.179e-07,45.761,4.824,41.697,100.0,LO,450
32,16.002,2.595e-06,1.188,9.59,11.504,30.0,N4LO,400
32,16.002,6.984e-07,45.761,4.824,41.697,100.0,LO,400
32,16.002,1.81e-06,45.761,4.824,41.697,100.0,N4LO+,400
32,16.002,1.865e-06,45.761,4.824,41.697,100.0,N4LO,450
32,16.002,2.673e-06,1.188,9.59,11.504,30.0,N4LO,550
32,16.002,1.905e-06,45.761,4.824,41.697,100.0,N4LO+,500
32,16.002,1.861e-06,45.761,4.824,41.697,100.0,N4LO+,450
32,16.002,2.622e-06,1.188,9.59,11.504,30.0,N3LO,400
32,16.002,2.63e-06,1.188,9.59,11.504,30.0,N4LO+,450
32,16.002,1.696e-06,45.761,4.824,41.697,100.0,N2LO,400
32,16.002,2.611e-06,1.188,9.59,11.504,30.0,N2LO,450
32,16.002,2.461e-06,1.188,9.59,11.504,30.0,NLO,450
32,16.002,1.936e-06,45.761,4.824,41.697,100.0,N4LO+,550
32,16.002,1.91e-06,45.761,4.824,41.697,100.0,N4LO,500
32,16.002,1.813e-06,45.761,4.824,41.697,100.0,N4LO,400
32,16.002,1.687e-06,1.188,9.59,11.504,30.0,LO,450
32,16.002,1.942e-06,45.761,4.824,41.697,100.0,N4LO,550
32,16.002,2.651e-06,1.188,9.59,11.504,30.0,N4LO,500
32,16.002,2.598e-06,1.188,9.59,11.504,30.0,N4LO+,400
32,16.002,1.559e-06,45.761,4.824,41.697,100.0,NLO,400
32,16.002,2.642e-06,1.188,9.59,11.504,30.0,N3LO,450
32,16.002,2.52e-06,1.188,9.59,11.504,30.0,N2LO,400
32,16.002,2.622e-06,1.188,9.59,11.504,30.0,N4LO,450
32,16.002,2.687e-06,1.188,9.59,11.504,30.0,N4LO+,550
32,16.002,2.425e-06,1.188,9.59,11.504,30.0,NLO,400
32,16.002,1.901e-06,45.761,4.824,41.697,100.0,N3LO,450
32,16.002,1.855e-06,45.761,4.824,41.697,100.0,N3LO,400
32,16.002,1.791e-06,1.188,9.59,11.504,30.0,LO,400
32,16.004,1.918e-06,60.281,4.349,47.653,120.0,N4LO,450
32,16.004,6.409e-07,60.281,4.349,47.653,120.0,LO,400
32,16.004,1.916e-06,60.281,4.349,47.653,120.0,N4LO+,450
32,16.004,2.016e-06,60.281,4.349,47.653,120.0,N4LO,550
32,16.004,1.962e-06,60.281,4.349,47.653,120.0,N3LO,450
32,16.004,1.971e-06,60.281,4.349,47.653,120.0,N4LO+,500
32,16.004,1.975e-06,60.281,4.349,47.653,120.0,N4LO,500
32,16.004,1.897e-06,60.281,4.349,47.653,120.0,N3LO,400
32,16.004,7.657e-07,60.281,4.349,47.653,120.0,LO,450
32,16.004,2.01e-06,60.281,4.349,47.653,120.0,N4LO+,550
32,16.004,1.851e-06,60.281,4.349,47.653,120.0,N4LO+,400
32,16.004,1.557e-06,60.281,4.349,47.653,120.0,NLO,400
32,16.004,1.851e-06,60.281,4.349,47.653,120.0,N4LO,400
32,16.004,1.717e-06,60.281,4.349,47.653,120.0,N2LO,400
32,16.004,1.905e-06,60.281,4.349,47.653,120.0,N2LO,450
32,16.004,1.699e-06,60.281,4.349,47.653,120.0,NLO,450
33,16.501,2.636e-06,0.957,10.032,11.292,30.0,N4LO,500
33,16.501,1.717e-06,0.957,10.032,11.292,30.0,LO,400
33,16.501,2.663e-06,0.957,10.032,11.292,30.0,N4LO,550
33,16.501,2.628e-06,0.957,10.032,11.292,30.0,N3LO,450
33,16.501,1.618e-06,0.957,10.032,11.292,30.0,LO,450
33,16.501,2.68e-06,0.957,10.032,11.292,30.0,N4LO+,550
33,16.501,2.382e-06,0.957,10.032,11.292,30.0,NLO,400
33,16.501,2.61e-06,0.957,10.032,11.292,30.0,N4LO+,450
33,16.501,2.566e-06,0.957,10.032,11.292,30.0,N4LO,400
33,16.501,2.601e-06,0.957,10.032,11.292,30.0,N4LO,450
33,16.501,2.587e-06,0.957,10.032,11.292,30.0,N2LO,450
33,16.501,2.571e-06,0.957,10.032,11.292,30.0,N4LO+,400
33,16.501,2.424e-06,0.957,10.032,11.292,30.0,NLO,450
33,16.501,2.648e-06,0.957,10.032,11.292,30.0,N4LO+,500
33,16.501,2.599e-06,0.957,10.032,11.292,30.0,N3LO,400
33,16.501,2.485e-06,0.957,10.032,11.292,30.0,N2LO,400
33,16.502,5.781e-07,5.91,8.445,17.927,40.0,LO,400
33,16.502,1.314e-06,5.91,8.445,17.927,40.0,N3LO,450
33,16.502,1.315e-06,5.91,8.445,17.927,40.0,N4LO+,550
33,16.502,1.297e-06,5.91,8.445,17.927,40.0,NLO,400
33,16.502,1.328e-06,5.91,8.445,17.927,40.0,N4LO+,450
33,16.502,1.393e-06,5.91,8.445,17.927,40.0,N2LO,450
33,16.502,5.093e-07,5.91,8.445,17.927,40.0,LO,450
33,16.502,1.357e-06,5.91,8.445,17.927,40.0,N2LO,400
33,16.502,1.363e-06,5.91,8.445,17.927,40.0,N4LO,550
33,16.502,1.357e-06,5.91,8.445,17.927,40.0,N4LO,450
33,16.502,1.362e-06,5.91,8.445,17.927,40.0,N4LO,500
33,16.502,1.321e-06,5.91,8.445,17.927,40.0,N3LO,400
33,16.502,1.301e-06,5.91,8.445,17.927,40.0,NLO,450
33,16.502,1.329e-06,5.91,8.445,17.927,40.0,N4LO+,400
33,16.502,1.329e-06,5.91,8.445,17.927,40.0,N4LO+,400
33,16.502,1.344e-06,5.91,8.445,17.927,40.0,N4LO,400
33,16.502,1.322e-06,5.91,8.445,17.927,40.0,N4LO+,500
33,16.508,1.832e-06,45.316,5.064,41.902,100.0,N3LO,450
33,16.508,1.794e-06,45.316,5.064,41.902,100.0,N4LO+,450
33,16.508,1.508e-06,45.316,5.064,41.902,100.0,NLO,400
33,16.508,1.637e-06,45.316,5.064,41.902,100.0,N2LO,400
33,16.508,1.618e-06,45.316,5.064,41.902,100.0,NLO,450
33,16.508,1.841e-06,45.316,5.064,41.902,100.0,N4LO,500
33,16.508,1.784e-06,45.316,5.064,41.902,100.0,N2LO,450
33,16.508,6.85e-07,45.316,5.064,41.902,100.0,LO,400
33,16.508,1.835e-06,45.316,5.064,41.902,100.0,N4LO+,500
33,16.508,1.749e-06,45.316,5.064,41.902,100.0,N4LO,400
33,16.508,1.864e-06,45.316,5.064,41.902,100.0,N4LO+,550
33,16.508,1.79e-06,45.316,5.064,41.902,100.0,N3LO,400
33,16.508,1.798e-06,45.316,5.064,41.902,100.0,N4LO,450
33,16.508,8.039e-07,45.316,5.064,41.902,100.0,LO,450
33,16.508,1.87e-06,45.316,5.064,41.902,100.0,N4LO,550
33,16.508,1.746e-06,45.316,5.064,41.902,100.0,N4LO+,400
33,16.512,1.856e-06,59.823,4.57,47.889,120.0,N2LO,450
33,16.512,1.804e-06,59.823,4.57,47.889,120.0,N4LO+,400
33,16.512,1.962e-06,59.823,4.57,47.889,120.0,N4LO,550
33,16.512,1.805e-06,59.823,4.57,47.889,120.0,N4LO,400
33,16.512,1.675e-06,59.823,4.57,47.889,120.0,N2LO,400
33,16.512,1.659e-06,59.823,4.57,47.889,120.0,NLO,450
33,16.512,1.521e-06,59.823,4.57,47.889,120.0,NLO,400
33,16.512,1.91e-06,59.823,4.57,47.889,120.0,N3LO,450
33,16.512,1.869e-06,59.823,4.57,47.889,120.0,N4LO,450
33,16.512,1.924e-06,59.823,4.57,47.889,120.0,N4LO,500
33,16.512,6.33e-07,59.823,4.57,47.889,120.0,LO,400
33,16.512,1.918e-06,59.823,4.57,47.889,120.0,N4LO+,500
33,16.512,1.956e-06,59.823,4.57,47.889,120.0,N4LO+,550
33,16.512,1.867e-06,59.823,4.57,47.889,120.0,N4LO+,450
33,16.512,7.584e-07,59.823,4.57,47.889,120.0,LO,450
33,16.512,1.849e-06,59.823,4.57,47.889,120.0,N3LO,400
34,17.001,2.4e-06,0.743,10.483,11.056,30.0,N2LO,450
34,17.001,2.444e-06,0.743,10.483,11.056,30.0,N3LO,450
34,17.001,2.498e-06,0.743,10.483,11.056,30.0,N4LO+,550
34,17.001,1.475e-06,0.743,10.483,11.056,30.0,LO,450
34,17.001,1.563e-06,0.743,10.483,11.056,30.0,LO,400
34,17.001,2.377e-06,0.743,10.483,11.056,30.0,N4LO,400
34,17.001,2.195e-06,0.743,10.483,11.056,30.0,NLO,400
34,17.001,2.481e-06,0.743,10.483,11.056,30.0,N4LO,550
34,17.001,2.465e-06,0.743,10.483,11.056,30.0,N4LO+,500
34,17.001,2.412e-06,0.743,10.483,11.056,30.0,N3LO,400
34,17.001,2.238e-06,0.743,10.483,11.056,30.0,NLO,450
34,17.001,2.383e-06,0.743,10.483,11.056,30.0,N4LO+,400
34,17.001,2.414e-06,0.743,10.483,11.056,30.0,N4LO,450
34,17.001,2.298e-06,0.743,10.483,11.056,30.0,N2LO,400
34,17.001,2.424e-06,0.743,10.483,11.056,30.0,N4LO+,450
34,17.001,2.452e-06,0.743,10.483,11.056,30.0,N4LO,500
34,17.002,1.362e-06,5.577,8.818,17.887,40.0,N4LO+,450
34,17.002,1.394e-06,5.577,8.818,17.887,40.0,N4LO,550
34,17.002,1.422e-06,5.577,8.818,17.887,40.0,N2LO,450
34,17.002,1.363e-06,5.577,8.818,17.887,40.0,N4LO+,400
34,17.002,1.356e-06,5.577,8.818,17.887,40.0,N3LO,400
34,17.002,1.349e-06,5.577,8.818,17.887,40.0,N3LO,450
34,17.002,1.386e-06,5.577,8.818,17.887,40.0,N2LO,400
34,17.002,1.394e-06,5.577,8.818,17.887,40.0,N4LO,500
34,17.002,1.329e-06,5.577,8.818,17.887,40.0,NLO,400
34,17.002,5.794e-07,5.577,8.818,17.887,40.0,LO,450
34,17.002,6.453e-07,5.577,8.818,17.887,40.0,LO,400
34,17.002,1.389e-06,5.577,8.818,17.887,40.0,N4LO,450
34,17.002,1.377e-06,5.577,8.818,17.887,40.0,N4LO,400
34,17.002,1.356e-06,5.577,8.818,17.887,40.0,N4LO+,500
34,17.002,1.334e-06,5.577,8.818,17.887,40.0,NLO,450
34,17.002,1.351e-06,5.577,8.818,17.887,40.0,N4LO+,550
34,17.002,1.363e-06,5.577,8.818,17.887,40.0,N4LO+,400
34,17.008,1.73e-06,44.877,5.304,42.1,100.0,N4LO,450
34,17.008,1.455e-06,44.877,5.304,42.1,100.0,NLO,400
34,17.008,1.685e-06,44.877,5.304,42.1,100.0,N4LO,400
34,17.008,1.762e-06,44.877,5.304,42.1,100.0,N3LO,450
34,17.008,1.723e-06,44.877,5.304,42.1,100.0,N3LO,400
34,17.008,1.56e-06,44.877,5.304,42.1,100.0,NLO,450
34,17.008,1.77e-06,44.877,5.304,42.1,100.0,N4LO,500
34,17.008,1.717e-06,44.877,5.304,42.1,100.0,N2LO,450
34,17.008,1.681e-06,44.877,5.304,42.1,100.0,N4LO+,400
34,17.008,1.798e-06,44.877,5.304,42.1,100.0,N4LO,550
34,17.008,1.726e-06,44.877,5.304,42.1,100.0,N4LO+,450
34,17.008,1.791e-06,44.877,5.304,42.1,100.0,N4LO+,550
34,17.008,6.703e-07,44.877,5.304,42.1,100.0,LO,400
34,17.008,7.883e-07,44.877,5.304,42.1,100.0,LO,450
34,17.008,1.764e-06,44.877,5.304,42.1,100.0,N4LO+,500
34,17.008,1.578e-06,44.877,5.304,42.1,100.0,N2LO,400
34,17.012,1.758e-06,59.375,4.791,48.117,120.0,N4LO+,400
34,17.012,6.25e-07,59.375,4.791,48.117,120.0,LO,400
34,17.012,1.91e-06,59.375,4.791,48.117,120.0,N4LO,550
34,17.012,7.508e-07,59.375,4.791,48.117,120.0,LO,450
34,17.012,1.808e-06,59.375,4.791,48.117,120.0,N2LO,450
34,17.012,1.486e-06,59.375,4.791,48.117,120.0,NLO,400
34,17.012,1.619e-06,59.375,4.791,48.117,120.0,NLO,450
34,17.012,1.903e-06,59.375,4.791,48.117,120.0,N4LO+,550
34,17.012,1.801e-06,59.375,4.791,48.117,120.0,N3LO,400
34,17.012,1.759e-06,59.375,4.791,48.117,120.0,N4LO,400
34,17.012,1.818e-06,59.375,4.791,48.117,120.0,N4LO+,450
34,17.012,1.634e-06,59.375,4.791,48.117,120.0,N2LO,400
34,17.012,1.86e-06,59.375,4.791,48.117,120.0,N3LO,450
34,17.012,1.867e-06,59.375,4.791,48.117,120.0,N4LO+,500
34,17.012,1.821e-06,59.375,4.791,48.117,120.0,N4LO,450
34,17.012,1.873e-06,59.375,4.791,48.117,120.0,N4LO,500
35,17.501,1.347e-06,0.547,10.943,10.792,30.0,LO,400
35,17.501,1.663e-06,44.447,5.545,42.291,100.0,N4LO,450
35,17.501,2.172e-06,0.547,10.943,10.792,30.0,N4LO,550
35,17.501,2.118e-06,0.547,10.943,10.792,30.0,N4LO+,450
35,17.501,1.518e-06,44.447,5.545,42.291,100.0,N2LO,400
35,17.501,2.095e-06,0.547,10.943,10.792,30.0,N2LO,450
35,17.501,1.65e-06,44.447,5.545,42.291,100.0,N2LO,450
35,17.501,2.109e-06,0.547,10.943,10.792,30.0,N4LO,450
35,17.501,1.905e-06,0.547,10.943,10.792,30.0,NLO,400
35,17.501,1.7e-06,44.447,5.545,42.291,100.0,N4LO,500
35,17.501,2.19e-06,0.547,10.943,10.792,30.0,N4LO+,550
35,17.501,1.656e-06,44.447,5.545,42.291,100.0,N3LO,400
35,17.501,1.692e-06,44.447,5.545,42.291,100.0,N3LO,450
35,17.501,2e-06,0.547,10.943,10.792,30.0,N2LO,400
35,17.501,1.402e-06,44.447,5.545,42.291,100.0,NLO,400
