I,SLANGE,CROSS,E1,E2,E3,Energy,FORCE,CUTOFF
23,11.501,1.412e-06,3.793,5.931,12.558,30.0,N4LO+,500
23,11.501,1.41e-06,3.793,5.931,12.558,30.0,N3LO,450
23,11.501,1.438e-06,3.793,5.931,12.558,30.0,N2LO,400
23,11.501,1.406e-06,3.793,5.931,12.558,30.0,N4LO+,400
23,11.501,1.411e-06,3.793,5.931,12.558,30.0,N4LO+,550
23,11.501,1.421e-06,3.793,5.931,12.558,30.0,N4LO,450
23,11.501,1.419e-06,3.793,5.931,12.558,30.0,N4LO,500
23,11.501,1.409e-06,3.793,5.931,12.558,30.0,N3LO,400
23,11.501,6.386e-07,3.793,5.931,12.558,30.0,LO,450
23,11.501,1.312e-06,3.793,5.931,12.558,30.0,NLO,450
23,11.501,1.412e-06,3.793,5.931,12.558,30.0,N4LO+,450
23,11.501,1.329e-06,3.793,5.931,12.558,30.0,NLO,400
23,11.501,1.474e-06,3.793,5.931,12.558,30.0,N2LO,450
23,11.501,1.418e-06,3.793,5.931,12.558,30.0,N4LO,400
23,11.501,1.417e-06,3.793,5.931,12.558,30.0,N4LO,550
23,11.501,7.368e-07,3.793,5.931,12.558,30.0,LO,400
23,11.503,2.402e-06,49.802,2.85,39.629,100.0,N4LO+,500
23,11.503,1.983e-06,64.404,2.546,45.332,120.0,NLO,450
23,11.503,2.314e-06,49.802,2.85,39.629,100.0,N2LO,450
23,11.503,2.051e-06,49.802,2.85,39.629,100.0,NLO,450
23,11.503,1.898e-06,49.802,2.85,39.629,100.0,NLO,400
23,11.503,2.264e-06,64.404,2.546,45.332,120.0,N3LO,400
23,11.503,2.363e-06,64.404,2.546,45.332,120.0,N4LO,500
23,11.503,2.251e-06,49.802,2.85,39.629,100.0,N4LO,400
23,11.503,2.351e-06,64.404,2.546,45.332,120.0,N3LO,450
23,11.503,2.287e-06,64.404,2.546,45.332,120.0,N4LO,450
23,11.503,2.359e-06,64.404,2.546,45.332,120.0,N4LO+,500
23,11.503,2.031e-06,64.404,2.546,45.332,120.0,N2LO,400
23,11.503,2.252e-06,49.802,2.85,39.629,100.0,N4LO+,400
23,11.503,1.818e-06,64.404,2.546,45.332,120.0,NLO,400
23,11.503,2.205e-06,64.404,2.546,45.332,120.0,N4LO+,400
23,11.503,2.418e-06,64.404,2.546,45.332,120.0,N4LO,550
23,11.503,2.453e-06,49.802,2.85,39.629,100.0,N4LO,550
23,11.503,2.455e-06,49.802,2.85,39.629,100.0,N4LO+,550
23,11.503,2.402e-06,49.802,2.85,39.629,100.0,N4LO,500
23,11.503,2.415e-06,64.404,2.546,45.332,120.0,N4LO+,550
23,11.503,8.005e-07,64.404,2.546,45.332,120.0,LO,450
23,11.503,2.095e-06,49.802,2.85,39.629,100.0,N2LO,400
23,11.503,2.331e-06,49.802,2.85,39.629,100.0,N4LO,450
23,11.503,2.332e-06,49.802,2.85,39.629,100.0,N4LO+,450
23,11.503,7.506e-07,49.802,2.85,39.629,100.0,LO,400
23,11.503,2.313e-06,49.802,2.85,39.629,100.0,N3LO,400
23,11.503,2.287e-06,64.404,2.546,45.332,120.0,N4LO+,450
23,11.503,2.262e-06,64.404,2.546,45.332,120.0,N2LO,450
23,11.503,6.878e-07,64.404,2.546,45.332,120.0,LO,400
23,11.503,2.388e-06,49.802,2.85,39.629,100.0,N3LO,450
23,11.503,8.601e-07,49.802,2.85,39.629,100.0,LO,450
23,11.503,2.202e-06,64.404,2.546,45.332,120.0,N4LO,400
24,12.0,1.423e-06,9.132,5.304,17.847,40.0,N4LO,450
24,12.0,1.411e-06,9.132,5.304,17.847,40.0,N4LO,400
24,12.0,1.362e-06,9.132,5.304,17.847,40.0,NLO,400
24,12.0,1.368e-06,9.132,5.304,17.847,40.0,NLO,450
24,12.0,6.445e-07,9.132,5.304,17.847,40.0,LO,450
24,12.0,1.393e-06,9.132,5.304,17.847,40.0,N4LO+,500
24,12.0,1.388e-06,9.132,5.304,17.847,40.0,N4LO+,550
24,12.0,1.398e-06,9.132,5.304,17.847,40.0,N4LO+,450
24,12.0,1.453e-06,9.132,5.304,17.847,40.0,N2LO,450
24,12.0,1.426e-06,9.132,5.304,17.847,40.0,N4LO,500
24,12.0,7.077e-07,9.132,5.304,17.847,40.0,LO,400
24,12.0,1.399e-06,9.132,5.304,17.847,40.0,N4LO+,400
24,12.0,1.417e-06,9.132,5.304,17.847,40.0,N2LO,400
24,12.0,1.393e-06,9.132,5.304,17.847,40.0,N3LO,400
24,12.0,1.385e-06,9.132,5.304,17.847,40.0,N3LO,450
24,12.0,1.426e-06,9.132,5.304,17.847,40.0,N4LO,550
24,12.0,1.399e-06,9.132,5.304,17.847,40.0,N4LO+,400
24,12.001,1.506e-06,3.467,6.309,12.506,30.0,NLO,400
24,12.001,1.584e-06,3.467,6.309,12.506,30.0,N4LO+,450
24,12.001,1.592e-06,3.467,6.309,12.506,30.0,N4LO,450
24,12.001,9.489e-07,3.467,6.309,12.506,30.0,LO,400
24,12.001,1.584e-06,3.467,6.309,12.506,30.0,N4LO+,550
24,12.001,1.637e-06,3.467,6.309,12.506,30.0,N2LO,450
24,12.001,1.491e-06,3.467,6.309,12.506,30.0,NLO,450
24,12.001,1.59e-06,3.467,6.309,12.506,30.0,N4LO,500
24,12.001,1.58e-06,3.467,6.309,12.506,30.0,N4LO+,400
24,12.001,1.58e-06,3.467,6.309,12.506,30.0,N3LO,450
24,12.001,1.602e-06,3.467,6.309,12.506,30.0,N2LO,400
24,12.001,8.466e-07,3.467,6.309,12.506,30.0,LO,450
24,12.001,1.584e-06,3.467,6.309,12.506,30.0,N4LO+,500
24,12.001,1.588e-06,3.467,6.309,12.506,30.0,N4LO,550
24,12.001,1.59e-06,3.467,6.309,12.506,30.0,N4LO,400
24,12.001,1.582e-06,3.467,6.309,12.506,30.0,N3LO,400
24,12.004,2.29e-06,49.345,3.054,39.883,100.0,N4LO+,450
24,12.004,2.289e-06,49.345,3.054,39.883,100.0,N4LO,450
24,12.004,2.357e-06,49.345,3.054,39.883,100.0,N4LO+,500
24,12.004,1.869e-06,49.345,3.054,39.883,100.0,NLO,400
24,12.004,7.485e-07,49.345,3.054,39.883,100.0,LO,400
24,12.004,2.344e-06,49.345,3.054,39.883,100.0,N3LO,450
24,12.004,2.272e-06,49.345,3.054,39.883,100.0,N3LO,400
24,12.004,2.212e-06,49.345,3.054,39.883,100.0,N4LO,400
24,12.004,2.407e-06,49.345,3.054,39.883,100.0,N4LO,550
24,12.004,2.019e-06,49.345,3.054,39.883,100.0,NLO,450
24,12.004,8.6e-07,49.345,3.054,39.883,100.0,LO,450
24,12.004,2.358e-06,49.345,3.054,39.883,100.0,N4LO,500
24,12.004,2.408e-06,49.345,3.054,39.883,100.0,N4LO+,550
24,12.004,2.06e-06,49.345,3.054,39.883,100.0,N2LO,400
24,12.004,2.273e-06,49.345,3.054,39.883,100.0,N2LO,450
24,12.004,2.213e-06,49.345,3.054,39.883,100.0,N4LO+,400
24,12.01,2.009e-06,63.932,2.734,45.616,120.0,N2LO,400
24,12.01,6.856e-07,63.932,2.734,45.616,120.0,LO,400
24,12.01,2.388e-06,63.932,2.734,45.616,120.0,N4LO,550
24,12.01,8.01e-07,63.932,2.734,45.616,120.0,LO,450
24,12.01,2.179e-06,63.932,2.734,45.616,120.0,N4LO+,400
24,12.01,2.26e-06,63.932,2.734,45.616,120.0,N4LO,450
24,12.01,1.801e-06,63.932,2.734,45.616,120.0,NLO,400
24,12.01,2.237e-06,63.932,2.734,45.616,120.0,N3LO,400
24,12.01,2.237e-06,63.932,2.734,45.616,120.0,N2LO,450
24,12.01,1.965e-06,63.932,2.734,45.616,120.0,NLO,450
24,12.01,2.322e-06,63.932,2.734,45.616,120.0,N3LO,450
24,12.01,2.334e-06,63.932,2.734,45.616,120.0,N4LO,500
24,12.01,2.33e-06,63.932,2.734,45.616,120.0,N4LO+,500
24,12.01,2.176e-06,63.932,2.734,45.616,120.0,N4LO,400
24,12.01,2.26e-06,63.932,2.734,45.616,120.0,N4LO+,450
24,12.01,2.385e-06,63.932,2.734,45.616,120.0,N4LO+,550
25,12.5,2.228e-06,48.894,3.26,40.128,100.0,N3LO,400
25,12.5,2.022e-06,48.894,3.26,40.128,100.0,N2LO,400
25,12.5,2.357e-06,48.894,3.26,40.128,100.0,N4LO,550
25,12.5,2.229e-06,48.894,3.26,40.128,100.0,N2LO,450
25,12.5,1.984e-06,48.894,3.26,40.128,100.0,NLO,450
25,12.5,7.457e-07,48.894,3.26,40.128,100.0,LO,400
25,12.5,2.31e-06,48.894,3.26,40.128,100.0,N4LO,500
25,12.5,2.244e-06,48.894,3.26,40.128,100.0,N4LO,450
25,12.5,1.838e-06,48.894,3.26,40.128,100.0,NLO,400
25,12.5,2.245e-06,48.894,3.26,40.128,100.0,N4LO+,450
25,12.5,2.297e-06,48.894,3.26,40.128,100.0,N3LO,450
25,12.5,2.309e-06,48.894,3.26,40.128,100.0,N4LO+,500
25,12.5,2.17e-06,48.894,3.26,40.128,100.0,N4LO+,400
25,12.5,2.17e-06,48.894,3.26,40.128,100.0,N4LO,400
25,12.5,8.592e-07,48.894,3.26,40.128,100.0,LO,450
25,12.5,2.357e-06,48.894,3.26,40.128,100.0,N4LO+,550
25,12.502,2.207e-06,63.477,2.92,45.885,120.0,N2LO,450
25,12.502,1.695e-06,3.147,6.695,12.44,30.0,NLO,400
25,12.502,1.942e-06,63.477,2.92,45.885,120.0,NLO,450
25,12.502,2.288e-06,63.477,2.92,45.885,120.0,N3LO,450
25,12.502,1.982e-06,63.477,2.92,45.885,120.0,N2LO,400
25,12.502,1.06e-06,3.147,6.695,12.44,30.0,LO,450
25,12.502,1.771e-06,3.147,6.695,12.44,30.0,N3LO,400
25,12.502,1.166e-06,3.147,6.695,12.44,30.0,LO,400
25,12.502,1.778e-06,3.147,6.695,12.44,30.0,N4LO,500
25,12.502,2.204e-06,63.477,2.92,45.885,120.0,N3LO,400
25,12.502,1.776e-06,3.147,6.695,12.44,30.0,N4LO,550
25,12.502,6.825e-07,63.477,2.92,45.885,120.0,LO,400
25,12.502,1.685e-06,3.147,6.695,12.44,30.0,NLO,450
25,12.502,1.778e-06,3.147,6.695,12.44,30.0,N4LO,400
25,12.502,1.779e-06,63.477,2.92,45.885,120.0,NLO,400
25,12.502,7.999e-07,63.477,2.92,45.885,120.0,LO,450
25,12.502,1.773e-06,3.147,6.695,12.44,30.0,N4LO+,500
25,12.502,2.35e-06,63.477,2.92,45.885,120.0,N4LO+,550
25,12.502,2.146e-06,63.477,2.92,45.885,120.0,N4LO,400
25,12.502,2.353e-06,63.477,2.92,45.885,120.0,N4LO,550
25,12.502,2.297e-06,63.477,2.92,45.885,120.0,N4LO+,500
25,12.502,1.773e-06,3.147,6.695,12.44,30.0,N4LO+,450
25,12.502,2.229e-06,63.477,2.92,45.885,120.0,N4LO,450
25,12.502,1.779e-06,3.147,6.695,12.44,30.0,N4LO,450
25,12.502,2.148e-06,63.477,2.92,45.885,120.0,N4LO+,400
25,12.502,1.773e-06,3.147,6.695,12.44,30.0,N4LO+,550
25,12.502,2.301e-06,63.477,2.92,45.885,120.0,N4LO,500
25,12.502,1.768e-06,3.147,6.695,12.44,30.0,N3LO,450
25,12.502,1.768e-06,3.147,6.695,12.44,30.0,N4LO+,400
25,12.502,2.228e-06,63.477,2.92,45.885,120.0,N4LO+,450
25,12.502,1.779e-06,3.147,6.695,12.44,30.0,N2LO,400
25,12.502,1.815e-06,3.147,6.695,12.44,30.0,N2LO,450
25,12.503,1.35e-06,8.753,5.634,17.895,40.0,N4LO+,500
25,12.503,1.344e-06,8.753,5.634,17.895,40.0,N4LO+,550
25,12.503,1.416e-06,8.753,5.634,17.895,40.0,N2LO,450
25,12.503,1.388e-06,8.753,5.634,17.895,40.0,N4LO,550
25,12.503,1.342e-06,8.753,5.634,17.895,40.0,N3LO,450
25,12.503,1.381e-06,8.753,5.634,17.895,40.0,N2LO,400
25,12.503,1.323e-06,8.753,5.634,17.895,40.0,NLO,400
25,12.503,5.665e-07,8.753,5.634,17.895,40.0,LO,450
25,12.503,1.349e-06,8.753,5.634,17.895,40.0,N3LO,400
25,12.503,1.357e-06,8.753,5.634,17.895,40.0,N4LO+,400
25,12.503,6.33e-07,8.753,5.634,17.895,40.0,LO,400
25,12.503,1.383e-06,8.753,5.634,17.895,40.0,N4LO,450
25,12.503,1.355e-06,8.753,5.634,17.895,40.0,N4LO+,450
25,12.503,1.37e-06,8.753,5.634,17.895,40.0,N4LO,400
25,12.503,1.328e-06,8.753,5.634,17.895,40.0,NLO,450
25,12.503,1.388e-06,8.753,5.634,17.895,40.0,N4LO,500
25,12.503,1.357e-06,8.753,5.634,17.895,40.0,N4LO+,400
26,13.001,1.365e-06,2.838,7.087,12.358,30.0,LO,400
26,13.001,1.871e-06,2.838,7.087,12.358,30.0,NLO,450
26,13.001,1.96e-06,2.838,7.087,12.358,30.0,N4LO+,550
26,13.001,1.962e-06,2.838,7.087,12.358,30.0,N4LO,450
26,13.001,1.962e-06,2.838,7.087,12.358,30.0,N4LO,550
26,13.001,1.953e-06,2.838,7.087,12.358,30.0,N4LO+,400
26,13.001,1.952e-06,2.838,7.087,12.358,30.0,N3LO,450
26,13.001,1.957e-06,2.838,7.087,12.358,30.0,N3LO,400
26,13.001,1.951e-06,2.838,7.087,12.358,30.0,N2LO,400
26,13.001,1.257e-06,2.838,7.087,12.358,30.0,LO,450
26,13.001,1.958e-06,2.838,7.087,12.358,30.0,N4LO+,450
26,13.001,1.961e-06,2.838,7.087,12.358,30.0,N4LO,400
26,13.001,1.962e-06,2.838,7.087,12.358,30.0,N4LO,500
26,13.001,1.96e-06,2.838,7.087,12.358,30.0,N4LO+,500
26,13.001,1.99e-06,2.838,7.087,12.358,30.0,N2LO,450
26,13.001,1.875e-06,2.838,7.087,12.358,30.0,NLO,400
26,13.002,2.247e-06,48.439,3.473,40.37,100.0,N3LO,450
26,13.002,8.575e-07,48.439,3.473,40.37,100.0,LO,450
26,13.002,2.181e-06,48.439,3.473,40.37,100.0,N2LO,450
26,13.002,2.125e-06,48.439,3.473,40.37,100.0,N4LO+,400
26,13.002,1.804e-06,48.439,3.473,40.37,100.0,NLO,400
26,13.002,1.947e-06,48.439,3.473,40.37,100.0,NLO,450
26,13.002,7.423e-07,48.439,3.473,40.37,100.0,LO,400
26,13.002,2.258e-06,48.439,3.473,40.37,100.0,N4LO+,500
26,13.002,2.197e-06,48.439,3.473,40.37,100.0,N4LO+,450
26,13.002,2.197e-06,48.439,3.473,40.37,100.0,N4LO,450
26,13.002,2.181e-06,48.439,3.473,40.37,100.0,N3LO,400
26,13.002,1.982e-06,48.439,3.473,40.37,100.0,N2LO,400
26,13.002,2.126e-06,48.439,3.473,40.37,100.0,N4LO,400
26,13.002,2.305e-06,48.439,3.473,40.37,100.0,N4LO,550
26,13.002,2.26e-06,48.439,3.473,40.37,100.0,N4LO,500
26,13.002,2.304e-06,48.439,3.473,40.37,100.0,N4LO+,550
26,13.003,1.325e-06,8.381,5.969,17.933,40.0,N4LO+,400
26,13.003,1.292e-06,8.381,5.969,17.933,40.0,NLO,400
26,13.003,1.339e-06,8.381,5.969,17.933,40.0,N4LO,400
26,13.003,1.358e-06,8.381,5.969,17.933,40.0,N4LO,500
26,13.003,1.388e-06,8.381,5.969,17.933,40.0,N2LO,450
26,13.003,1.352e-06,8.381,5.969,17.933,40.0,N2LO,400
26,13.003,1.325e-06,8.381,5.969,17.933,40.0,N4LO+,400
26,13.003,1.309e-06,8.381,5.969,17.933,40.0,N3LO,450
26,13.003,4.983e-07,8.381,5.969,17.933,40.0,LO,450
26,13.003,1.359e-06,8.381,5.969,17.933,40.0,N4LO,550
26,13.003,1.353e-06,8.381,5.969,17.933,40.0,N4LO,450
26,13.003,1.323e-06,8.381,5.969,17.933,40.0,N4LO+,450
26,13.003,1.297e-06,8.381,5.969,17.933,40.0,NLO,450
26,13.003,1.316e-06,8.381,5.969,17.933,40.0,N3LO,400
26,13.003,5.676e-07,8.381,5.969,17.933,40.0,LO,400
26,13.003,1.317e-06,8.381,5.969,17.933,40.0,N4LO+,500
26,13.003,1.31e-06,8.381,5.969,17.933,40.0,N4LO+,550
26,13.01,2.309e-06,63.009,3.116,46.157,120.0,N4LO+,550
26,13.01,2.312e-06,63.009,3.116,46.157,120.0,N4LO,550
26,13.01,2.171e-06,63.009,3.116,46.157,120.0,N2LO,450
26,13.01,2.11e-06,63.009,3.116,46.157,120.0,N4LO,400
26,13.01,2.258e-06,63.009,3.116,46.157,120.0,N4LO+,500
26,13.01,1.914e-06,63.009,3.116,46.157,120.0,NLO,450
26,13.01,6.782e-07,63.009,3.116,46.157,120.0,LO,400
26,13.01,2.261e-06,63.009,3.116,46.157,120.0,N4LO,500
26,13.01,2.248e-06,63.009,3.116,46.157,120.0,N3LO,450
26,13.01,1.753e-06,63.009,3.116,46.157,120.0,NLO,400
26,13.01,7.974e-07,63.009,3.116,46.157,120.0,LO,450
26,13.01,2.19e-06,63.009,3.116,46.157,120.0,N4LO+,450
26,13.01,1.95e-06,63.009,3.116,46.157,120.0,N2LO,400
26,13.01,2.167e-06,63.009,3.116,46.157,120.0,N3LO,400
26,13.01,2.191e-06,63.009,3.116,46.157,120.0,N4LO,450
26,13.01,2.112e-06,63.009,3.116,46.157,120.0,N4LO+,400
27,13.5,1.302e-06,8.015,6.306,17.961,40.0,N4LO+,400
27,13.5,1.317e-06,8.015,6.306,17.961,40.0,N4LO,400
27,13.5,4.437e-07,8.015,6.306,17.961,40.0,LO,450
27,13.5,1.292e-06,8.015,6.306,17.961,40.0,N3LO,400
27,13.5,1.293e-06,8.015,6.306,17.961,40.0,N4LO+,500
27,13.5,1.27e-06,8.015,6.306,17.961,40.0,NLO,400
27,13.5,1.286e-06,8.015,6.306,17.961,40.0,N4LO+,550
27,13.5,1.369e-06,8.015,6.306,17.961,40.0,N2LO,450
27,13.5,1.302e-06,8.015,6.306,17.961,40.0,N4LO+,400
27,13.5,1.274e-06,8.015,6.306,17.961,40.0,NLO,450
27,13.5,1.337e-06,8.015,6.306,17.961,40.0,N4LO,500
27,13.5,1.338e-06,8.015,6.306,17.961,40.0,N4LO,550
27,13.5,1.333e-06,8.015,6.306,17.961,40.0,N2LO,400
27,13.5,5.151e-07,8.015,6.306,17.961,40.0,LO,400
27,13.5,1.286e-06,8.015,6.306,17.961,40.0,N3LO,450
27,13.5,1.331e-06,8.015,6.306,17.961,40.0,N4LO,450
27,13.5,1.3e-06,8.015,6.306,17.961,40.0,N4LO+,450
27,13.502,2.034e-06,2.536,7.487,12.26,30.0,NLO,450
27,13.502,2.12e-06,2.536,7.487,12.26,30.0,N3LO,450
27,13.502,2.127e-06,2.536,7.487,12.26,30.0,N4LO,450
27,13.502,2.131e-06,2.536,7.487,12.26,30.0,N4LO+,550
27,13.502,2.129e-06,2.536,7.487,12.26,30.0,N4LO+,500
27,13.502,2.146e-06,2.536,7.487,12.26,30.0,N2LO,450
27,13.502,2.103e-06,2.536,7.487,12.26,30.0,N2LO,400
27,13.502,2.033e-06,2.536,7.487,12.26,30.0,NLO,400
27,13.502,1.531e-06,2.536,7.487,12.26,30.0,LO,400
27,13.502,2.129e-06,2.536,7.487,12.26,30.0,N4LO,500
27,13.502,1.421e-06,2.536,7.487,12.26,30.0,LO,450
27,13.502,2.124e-06,2.536,7.487,12.26,30.0,N4LO+,450
27,13.502,2.131e-06,2.536,7.487,12.26,30.0,N4LO,550
27,13.502,2.118e-06,2.536,7.487,12.26,30.0,N4LO+,400
27,13.502,2.124e-06,2.536,7.487,12.26,30.0,N3LO,400
27,13.502,2.124e-06,2.536,7.487,12.26,30.0,N4LO,400
27,13.51,1.769e-06,47.981,3.692,40.608,100.0,NLO,400
27,13.51,2.247e-06,47.981,3.692,40.608,100.0,N4LO+,550
27,13.51,2.207e-06,47.981,3.692,40.608,100.0,N4LO,500
27,13.51,2.249e-06,47.981,3.692,40.608,100.0,N4LO,550
27,13.51,8.549e-07,47.981,3.692,40.608,100.0,LO,450
27,13.51,2.204e-06,47.981,3.692,40.608,100.0,N4LO+,500
27,13.51,1.94e-06,47.981,3.692,40.608,100.0,N2LO,400
27,13.51,2.132e-06,47.981,3.692,40.608,100.0,N2LO,450
27,13.51,2.079e-06,47.981,3.692,40.608,100.0,N4LO,400
27,13.51,2.195e-06,47.981,3.692,40.608,100.0,N3LO,450
27,13.51,7.383e-07,47.981,3.692,40.608,100.0,LO,400
27,13.51,2.133e-06,47.981,3.692,40.608,100.0,N3LO,400
27,13.51,2.147e-06,47.981,3.692,40.608,100.0,N4LO,450
27,13.51,1.907e-06,47.981,3.692,40.608,100.0,NLO,450
27,13.51,2.078e-06,47.981,3.692,40.608,100.0,N4LO+,400
27,13.51,2.146e-06,47.981,3.692,40.608,100.0,N4LO+,450
27,13.512,1.724e-06,62.547,3.314,46.421,120.0,NLO,400
27,13.512,2.264e-06,62.547,3.314,46.421,120.0,N4LO+,550
27,13.512,2.071e-06,62.547,3.314,46.421,120.0,N4LO,400
27,13.512,2.073e-06,62.547,3.314,46.421,120.0,N4LO+,400
27,13.512,7.939e-07,62.547,3.314,46.421,120.0,LO,450
27,13.512,2.205e-06,62.547,3.314,46.421,120.0,N3LO,450
27,13.512,2.268e-06,62.547,3.314,46.421,120.0,N4LO,550
27,13.512,2.215e-06,62.547,3.314,46.421,120.0,N4LO+,500
27,13.512,2.126e-06,62.547,3.314,46.421,120.0,N3LO,400
27,13.512,1.883e-06,62.547,3.314,46.421,120.0,NLO,450
27,13.512,2.15e-06,62.547,3.314,46.421,120.0,N4LO,450
27,13.512,2.218e-06,62.547,3.314,46.421,120.0,N4LO,500
27,13.512,6.733e-07,62.547,3.314,46.421,120.0,LO,400
27,13.512,1.915e-06,62.547,3.314,46.421,120.0,N2LO,400
27,13.512,2.132e-06,62.547,3.314,46.421,120.0,N2LO,450
27,13.512,2.149e-06,62.547,3.314,46.421,120.0,N4LO+,450
28,14.002,2.251e-06,2.244,7.892,12.145,30.0,N4LO+,400
28,14.002,2.154e-06,2.244,7.892,12.145,30.0,NLO,400
28,14.002,2.27e-06,2.244,7.892,12.145,30.0,N4LO,550
28,14.002,2.259e-06,2.244,7.892,12.145,30.0,N4LO+,450
28,14.002,2.223e-06,2.244,7.892,12.145,30.0,N2LO,400
28,14.002,2.272e-06,2.244,7.892,12.145,30.0,N4LO+,550
28,14.002,2.272e-06,2.244,7.892,12.145,30.0,N2LO,450
28,14.002,1.542e-06,2.244,7.892,12.145,30.0,LO,450
28,14.002,2.257e-06,2.244,7.892,12.145,30.0,N3LO,450
28,14.002,2.266e-06,2.244,7.892,12.145,30.0,N4LO,500
28,14.002,2.161e-06,2.244,7.892,12.145,30.0,NLO,450
28,14.002,2.261e-06,2.244,7.892,12.145,30.0,N4LO,450
28,14.002,2.267e-06,2.244,7.892,12.145,30.0,N4LO+,500
28,14.002,2.256e-06,2.244,7.892,12.145,30.0,N4LO,400
28,14.002,1.652e-06,2.244,7.892,12.145,30.0,LO,400
28,14.002,2.259e-06,2.244,7.892,12.145,30.0,N3LO,400
28,14.003,2.097e-06,47.539,3.909,40.834,100.0,N4LO,450
28,14.003,2.082e-06,47.539,3.909,40.834,100.0,N2LO,450
28,14.003,8.514e-07,47.539,3.909,40.834,100.0,LO,450
28,14.003,2.151e-06,47.539,3.909,40.834,100.0,N4LO+,500
28,14.003,2.032e-06,47.539,3.909,40.834,100.0,N4LO,400
28,14.003,2.084e-06,47.539,3.909,40.834,100.0,N3LO,400
28,14.003,1.733e-06,47.539,3.909,40.834,100.0,NLO,400
28,14.003,7.335e-07,47.539,3.909,40.834,100.0,LO,400
28,14.003,2.142e-06,47.539,3.909,40.834,100.0,N3LO,450
28,14.003,2.096e-06,47.539,3.909,40.834,100.0,N4LO+,450
28,14.003,1.867e-06,47.539,3.909,40.834,100.0,NLO,450
28,14.003,1.897e-06,47.539,3.909,40.834,100.0,N2LO,400
28,14.003,2.031e-06,47.539,3.909,40.834,100.0,N4LO+,400
28,14.003,2.154e-06,47.539,3.909,40.834,100.0,N4LO,500
28,14.003,2.194e-06,47.539,3.909,40.834,100.0,N4LO,550
28,14.003,2.191e-06,47.539,3.909,40.834,100.0,N4LO+,550
28,14.004,4.782e-07,7.65,6.652,17.98,40.0,LO,400
28,14.004,1.255e-06,7.65,6.652,17.98,40.0,NLO,400
28,14.004,1.32e-06,7.65,6.652,17.98,40.0,N2LO,400
28,14.004,1.287e-06,7.65,6.652,17.98,40.0,N4LO+,400
28,14.004,1.325e-06,7.65,6.652,17.98,40.0,N4LO,550
28,14.004,1.271e-06,7.65,6.652,17.98,40.0,N3LO,450
28,14.004,1.357e-06,7.65,6.652,17.98,40.0,N2LO,450
28,14.004,1.285e-06,7.65,6.652,17.98,40.0,N4LO+,450
28,14.004,1.302e-06,7.65,6.652,17.98,40.0,N4LO,400
28,14.004,1.324e-06,7.65,6.652,17.98,40.0,N4LO,500
28,14.004,1.318e-06,7.65,6.652,17.98,40.0,N4LO,450
28,14.004,1.259e-06,7.65,6.652,17.98,40.0,NLO,450
28,14.004,1.278e-06,7.65,6.652,17.98,40.0,N4LO+,500
28,14.004,1.287e-06,7.65,6.652,17.98,40.0,N4LO+,400
28,14.004,4.053e-07,7.65,6.652,17.98,40.0,LO,450
28,14.004,1.271e-06,7.65,6.652,17.98,40.0,N4LO+,550
28,14.004,1.277e-06,7.65,6.652,17.98,40.0,N3LO,400
28,14.007,2.106e-06,62.093,3.513,46.676,120.0,N4LO+,450
28,14.007,2.031e-06,62.093,3.513,46.676,120.0,N4LO+,400
28,14.007,2.03e-06,62.093,3.513,46.676,120.0,N4LO,400
28,14.007,2.083e-06,62.093,3.513,46.676,120.0,N3LO,400
28,14.007,1.879e-06,62.093,3.513,46.676,120.0,N2LO,400
28,14.007,7.895e-07,62.093,3.513,46.676,120.0,LO,450
28,14.007,1.694e-06,62.093,3.513,46.676,120.0,NLO,400
28,14.007,2.173e-06,62.093,3.513,46.676,120.0,N4LO,500
28,14.007,2.107e-06,62.093,3.513,46.676,120.0,N4LO,450
28,14.007,2.169e-06,62.093,3.513,46.676,120.0,N4LO+,500
28,14.007,2.217e-06,62.093,3.513,46.676,120.0,N4LO+,550
28,14.007,6.679e-07,62.093,3.513,46.676,120.0,LO,400
28,14.007,2.09e-06,62.093,3.513,46.676,120.0,N2LO,450
28,14.007,2.159e-06,62.093,3.513,46.676,120.0,N3LO,450
28,14.007,1.849e-06,62.093,3.513,46.676,120.0,NLO,450
28,14.007,2.221e-06,62.093,3.513,46.676,120.0,N4LO,550
29,14.5,2.371e-06,1.964,8.304,12.014,30.0,N2LO,450
29,14.5,2.087e-06,47.093,4.131,41.057,100.0,N3LO,450
29,14.5,2.386e-06,1.964,8.304,12.014,30.0,N4LO+,550
29,14.5,2.133e-06,47.093,4.131,41.057,100.0,N4LO+,550
29,14.5,2.045e-06,47.093,4.131,41.057,100.0,N4LO,450
29,14.5,2.366e-06,1.964,8.304,12.014,30.0,N3LO,450
29,14.5,2.358e-06,1.964,8.304,12.014,30.0,N4LO,400
29,14.5,2.378e-06,1.964,8.304,12.014,30.0,N4LO+,500
29,14.5,2.366e-06,1.964,8.304,12.014,30.0,N4LO,450
29,14.5,8.465e-07,47.093,4.131,41.057,100.0,LO,450
29,14.5,1.824e-06,47.093,4.131,41.057,100.0,NLO,450
29,14.5,2.244e-06,1.964,8.304,12.014,30.0,NLO,400
29,14.5,1.624e-06,1.964,8.304,12.014,30.0,LO,450
29,14.5,1.852e-06,47.093,4.131,41.057,100.0,N2LO,400
29,14.5,1.733e-06,1.964,8.304,12.014,30.0,LO,400
29,14.5,1.981e-06,47.093,4.131,41.057,100.0,N4LO+,400
