I,angle,CROSS,CROSS2,FORCE,Energy,CUTOFF
26,149.71,0.1246,0.0009578,N3LO,40.0,400
26,149.71,0.1249,0.0009569,N4LO,40.0,400
26,149.71,0.1257,0.0009591,NLO,40.0,400
26,149.71,0.1248,0.0009571,N4LO+,40.0,400
26,149.71,0.1247,0.0009593,N4LO,40.0,450
26,149.71,0.1239,0.0009577,N4LO+,40.0,450
26,149.71,0.1233,0.0009532,N3LO,40.0,450
26,149.71,0.1249,0.000963,N2LO,40.0,400
26,149.71,0.1243,0.0009582,N4LO,40.0,500
26,149.71,0.1248,0.0009571,N4LO+,40.0,400
23,150.34,0.04745,0.0002962,LO,100.0,450
23,150.34,0.0281,0.0002404,NLO,100.0,400
23,150.34,0.02762,0.0002392,NLO,100.0,450
23,150.34,0.02544,0.00023,N4LO+,100.0,500
23,150.34,0.0272,0.000234,N2LO,100.0,400
23,150.34,0.02662,0.0002314,N4LO,100.0,400
23,150.34,0.02611,0.0002291,N2LO,100.0,450
23,150.34,0.02598,0.0002307,N4LO+,100.0,450
23,150.34,0.02493,0.0002286,N4LO+,100.0,550
23,150.34,0.02505,0.000231,N4LO,100.0,550
23,150.34,0.02549,0.0002316,N4LO,100.0,500
23,150.34,0.02557,0.0002309,N3LO,100.0,450
23,150.34,0.04346,0.0002546,LO,100.0,400
23,150.34,0.02636,0.0002327,N3LO,100.0,400
23,150.34,0.0265,0.0002302,N4LO+,100.0,400
23,150.34,0.02603,0.0002316,N4LO,100.0,450
26,150.35,0.1451,0.001028,LO,30.0,450
26,150.36,0.172,0.00134,NLO,30.0,400
26,150.36,0.1522,0.001078,LO,30.0,400
26,150.36,0.173,0.001381,N2LO,30.0,450
26,150.36,0.1725,0.001363,N2LO,30.0,400
26,150.36,0.1725,0.001349,NLO,30.0,450
26,150.37,0.1728,0.001375,N4LO,30.0,500
26,150.37,0.1734,0.001367,N4LO+,30.0,400
26,150.37,0.1725,0.001378,N4LO+,30.0,550
26,150.37,0.1731,0.001371,N4LO,30.0,450
26,150.37,0.1726,0.001377,N4LO,30.0,550
26,150.37,0.1731,0.001373,N4LO+,30.0,450
26,150.37,0.1728,0.001371,N3LO,30.0,450
26,150.37,0.1728,0.001377,N4LO+,30.0,500
26,150.37,0.1734,0.001366,N4LO,30.0,400
26,150.37,0.1734,0.001369,N3LO,30.0,400
22,150.82,0.01845,0.0001678,N2LO,120.0,400
22,150.82,0.03314,0.000193,LO,120.0,400
22,150.82,0.01914,0.0001728,NLO,120.0,400
22,150.82,0.01872,0.0001718,NLO,120.0,450
22,150.82,0.01755,0.0001638,N2LO,120.0,450
22,150.82,0.0372,0.0002316,LO,120.0,450
22,150.83,0.01774,0.000168,N3LO,120.0,400
22,150.83,0.01705,0.0001671,N4LO,120.0,500
22,150.83,0.01746,0.0001669,N4LO,120.0,450
22,150.83,0.01792,0.0001667,N4LO,120.0,400
22,150.83,0.01712,0.000167,N3LO,120.0,450
22,150.83,0.01743,0.0001661,N4LO+,120.0,450
22,150.83,0.01672,0.000167,N4LO,120.0,550
22,150.83,0.01703,0.0001658,N4LO+,120.0,500
22,150.83,0.01783,0.0001658,N4LO+,120.0,400
22,150.83,0.01665,0.0001648,N4LO+,120.0,550
25,150.9,0.1187,0.0009299,N2LO,40.0,450
25,150.9,0.118,0.0008041,LO,40.0,450
25,150.9,0.1196,0.0009268,N2LO,40.0,400
25,150.9,0.1201,0.0009227,NLO,40.0,450
25,150.9,0.1202,0.0008061,LO,40.0,400
25,150.9,0.1203,0.0009204,NLO,40.0,400
25,150.91,0.1197,0.0009224,N4LO,40.0,400
25,150.91,0.1171,0.0009204,N4LO+,40.0,550
25,150.91,0.1196,0.0009225,N4LO+,40.0,400
25,150.91,0.1188,0.0009212,N4LO,40.0,550
25,150.91,0.1179,0.0009228,N4LO+,40.0,500
25,150.91,0.1193,0.0009236,N3LO,40.0,400
25,150.91,0.1187,0.0009236,N4LO+,40.0,450
25,150.91,0.1194,0.0009247,N4LO,40.0,450
25,150.91,0.1181,0.0009196,N3LO,40.0,450
25,150.91,0.1191,0.0009236,N4LO,40.0,500
25,150.91,0.1196,0.0009225,N4LO+,40.0,400
25,151.52,0.1388,0.0009777,LO,30.0,450
25,151.53,0.1655,0.00131,N3LO,30.0,400
25,151.53,0.1455,0.001023,LO,30.0,400
25,151.53,0.1646,0.001319,N4LO+,30.0,550
25,151.53,0.1651,0.001321,N2LO,30.0,450
25,151.53,0.1655,0.001306,N4LO,30.0,400
25,151.53,0.1646,0.001302,N2LO,30.0,400
25,151.53,0.1652,0.001313,N4LO+,30.0,450
25,151.53,0.165,0.001316,N4LO,30.0,500
25,151.53,0.1646,0.001286,NLO,30.0,450
25,151.53,0.1647,0.001317,N4LO,30.0,550
25,151.53,0.1655,0.001307,N4LO+,30.0,400
25,151.53,0.165,0.001317,N4LO+,30.0,500
25,151.53,0.164,0.001276,NLO,30.0,400
25,151.53,0.165,0.001312,N3LO,30.0,450
25,151.53,0.1652,0.001311,N4LO,30.0,450
22,151.66,0.02475,0.0002269,N4LO+,100.0,500
22,151.66,0.02538,0.000226,N2LO,100.0,450
22,151.66,0.02562,0.0002293,N3LO,100.0,400
22,151.66,0.02526,0.0002274,N4LO+,100.0,450
22,151.66,0.04204,0.0002479,LO,100.0,400
22,151.66,0.02641,0.0002302,N2LO,100.0,400
22,151.66,0.02725,0.0002351,NLO,100.0,400
22,151.66,0.0268,0.0002341,NLO,100.0,450
22,151.66,0.0253,0.0002283,N4LO,100.0,450
22,151.66,0.04597,0.0002897,LO,100.0,450
22,151.66,0.02427,0.0002256,N4LO+,100.0,550
22,151.66,0.02486,0.0002277,N3LO,100.0,450
22,151.66,0.02586,0.0002279,N4LO,100.0,400
22,151.66,0.02575,0.0002268,N4LO+,100.0,400
22,151.66,0.02437,0.000228,N4LO,100.0,550
22,151.66,0.02479,0.0002284,N4LO,100.0,500
24,152.09,0.113,0.0007694,LO,40.0,450
24,152.1,0.1143,0.0008906,N4LO,40.0,450
24,152.1,0.1136,0.0008958,N2LO,40.0,450
24,152.1,0.1128,0.0008898,N4LO+,40.0,500
24,152.1,0.1149,0.0008824,NLO,40.0,400
24,152.1,0.1136,0.00089,N4LO+,40.0,450
24,152.1,0.1139,0.0008896,N4LO,40.0,500
24,152.1,0.113,0.0008866,N3LO,40.0,450
24,152.1,0.1144,0.0008884,N4LO+,40.0,400
24,152.1,0.1144,0.0008912,N2LO,40.0,400
24,152.1,0.1121,0.0008879,N4LO+,40.0,550
24,152.1,0.1148,0.0008853,NLO,40.0,450
24,152.1,0.1136,0.0008873,N4LO,40.0,550
24,152.1,0.1145,0.0008883,N4LO,40.0,400
24,152.1,0.1144,0.0008884,N4LO+,40.0,400
24,152.1,0.115,0.0007684,LO,40.0,400
24,152.1,0.1142,0.00089,N3LO,40.0,400
21,152.18,0.01741,0.000164,N4LO+,120.0,400
21,152.18,0.01629,0.0001632,N4LO+,120.0,550
21,152.18,0.03618,0.0002275,LO,120.0,450
21,152.18,0.01665,0.0001641,N4LO+,120.0,500
21,152.18,0.03218,0.0001889,LO,120.0,400
21,152.18,0.01703,0.0001644,N4LO+,120.0,450
21,152.18,0.01635,0.0001655,N4LO,120.0,550
21,152.18,0.01749,0.0001648,N4LO,120.0,400
21,152.18,0.01705,0.0001652,N4LO,120.0,450
21,152.18,0.01865,0.0001696,NLO,120.0,400
21,152.18,0.01715,0.0001622,N2LO,120.0,450
21,152.18,0.01825,0.0001687,NLO,120.0,450
21,152.18,0.01732,0.0001662,N3LO,120.0,400
21,152.18,0.01673,0.0001653,N3LO,120.0,450
21,152.18,0.018,0.0001658,N2LO,120.0,400
21,152.18,0.01667,0.0001655,N4LO,120.0,500
24,152.7,0.1562,0.001214,NLO,30.0,400
24,152.7,0.1568,0.001224,NLO,30.0,450
24,152.7,0.1327,0.0009287,LO,30.0,450
24,152.7,0.1569,0.001241,N2LO,30.0,400
24,152.7,0.1574,0.001261,N2LO,30.0,450
24,152.7,0.1389,0.0009684,LO,30.0,400
24,152.71,0.1572,0.001259,N4LO+,30.0,500
24,152.71,0.1569,0.001261,N4LO+,30.0,550
24,152.71,0.157,0.001259,N4LO,30.0,550
24,152.71,0.1574,0.001252,N4LO,30.0,450
24,152.71,0.1572,0.001257,N4LO,30.0,500
24,152.71,0.1578,0.001247,N4LO,30.0,400
24,152.71,0.1578,0.001248,N4LO+,30.0,400
24,152.71,0.1578,0.001251,N3LO,30.0,400
24,152.71,0.1575,0.001254,N4LO+,30.0,450
24,152.71,0.1572,0.001254,N3LO,30.0,450
21,152.98,0.04451,0.0002832,LO,100.0,450
21,152.98,0.02563,0.0002264,N2LO,100.0,400
21,152.98,0.02466,0.0002229,N2LO,100.0,450
21,152.98,0.02599,0.000229,NLO,100.0,450
21,152.98,0.0264,0.0002298,NLO,100.0,400
21,152.98,0.02457,0.0002251,N4LO,100.0,450
21,152.98,0.02454,0.0002241,N4LO+,100.0,450
21,152.98,0.02489,0.0002259,N3LO,100.0,400
21,152.98,0.0237,0.000225,N4LO,100.0,550
21,152.98,0.04063,0.0002413,LO,100.0,400
21,152.98,0.0251,0.0002245,N4LO,100.0,400
21,152.98,0.02416,0.0002246,N3LO,100.0,450
21,152.98,0.02406,0.0002237,N4LO+,100.0,500
21,152.98,0.02409,0.0002253,N4LO,100.0,500
21,152.98,0.025,0.0002233,N4LO+,100.0,400
21,152.98,0.0236,0.0002226,N4LO+,100.0,550
23,153.29,0.1092,0.0008562,N2LO,40.0,400
23,153.29,0.1097,0.000845,NLO,40.0,400
23,153.29,0.1098,0.0007315,LO,40.0,400
23,153.29,0.1082,0.0007353,LO,40.0,450
23,153.29,0.1095,0.0008486,NLO,40.0,450
23,153.3,0.1094,0.0008549,N4LO,40.0,400
23,153.3,0.1085,0.0008624,N2LO,40.0,450
23,153.3,0.1086,0.000854,N4LO,40.0,550
23,153.3,0.1093,0.0008549,N4LO+,40.0,400
23,153.3,0.1078,0.0008574,N4LO+,40.0,500
23,153.3,0.1085,0.000857,N4LO+,40.0,450
23,153.3,0.108,0.0008541,N3LO,40.0,450
23,153.3,0.1071,0.000856,N4LO+,40.0,550
23,153.3,0.1091,0.000857,N3LO,40.0,400
23,153.3,0.1093,0.0008549,N4LO+,40.0,400
23,153.3,0.1092,0.0008571,N4LO,40.0,450
23,153.3,0.1089,0.0008562,N4LO,40.0,500
20,153.54,0.01706,0.000163,N4LO,120.0,400
20,153.54,0.01675,0.0001607,N2LO,120.0,450
20,153.54,0.01598,0.0001639,N4LO,120.0,550
20,153.54,0.03123,0.0001848,LO,120.0,400
20,153.54,0.01779,0.0001656,NLO,120.0,450
20,153.54,0.01663,0.0001626,N4LO+,120.0,450
20,153.54,0.01698,0.0001621,N4LO+,120.0,400
20,153.54,0.01628,0.0001639,N4LO,120.0,500
20,153.54,0.01593,0.0001617,N4LO+,120.0,550
20,153.54,0.01634,0.0001636,N3LO,120.0,450
20,153.54,0.01756,0.0001637,N2LO,120.0,400
20,153.54,0.01665,0.0001635,N4LO,120.0,450
20,153.54,0.01816,0.0001664,NLO,120.0,400
20,153.54,0.0169,0.0001644,N3LO,120.0,400
20,153.54,0.01627,0.0001625,N4LO+,120.0,500
20,153.54,0.03517,0.0002235,LO,120.0,450
23,153.87,0.1267,0.0008808,LO,30.0,450
23,153.87,0.1324,0.0009154,LO,30.0,400
23,153.87,0.1493,0.001182,N2LO,30.0,400
23,153.88,0.1497,0.001202,N4LO+,30.0,500
23,153.88,0.1491,0.001164,NLO,30.0,450
23,153.88,0.1494,0.001203,N4LO,30.0,550
23,153.88,0.1486,0.001154,NLO,30.0,400
23,153.88,0.1502,0.00119,N4LO+,30.0,400
23,153.88,0.1496,0.0012,N4LO,30.0,500
23,153.88,0.1494,0.001204,N4LO+,30.0,550
23,153.88,0.1497,0.001197,N3LO,30.0,450
23,153.88,0.1502,0.001189,N4LO,30.0,400
23,153.88,0.1498,0.001203,N2LO,30.0,450
23,153.88,0.1499,0.001195,N4LO,30.0,450
23,153.88,0.1502,0.001194,N3LO,30.0,400
23,153.88,0.1499,0.001197,N4LO+,30.0,450
20,154.3,0.04307,0.0002767,LO,100.0,450
20,154.31,0.02518,0.000224,NLO,100.0,450
20,154.31,0.02385,0.0002218,N4LO,100.0,450
20,154.31,0.02337,0.0002206,N4LO+,100.0,500
20,154.31,0.02416,0.0002226,N3LO,100.0,400
20,154.31,0.02395,0.0002198,N2LO,100.0,450
20,154.31,0.02486,0.0002226,N2LO,100.0,400
20,154.31,0.02426,0.0002199,N4LO+,100.0,400
20,154.31,0.02382,0.0002208,N4LO+,100.0,450
20,154.31,0.02435,0.000221,N4LO,100.0,400
20,154.31,0.02556,0.0002246,NLO,100.0,400
20,154.31,0.0234,0.0002222,N4LO,100.0,500
20,154.31,0.03924,0.0002347,LO,100.0,400
20,154.31,0.02303,0.000222,N4LO,100.0,550
20,154.31,0.02294,0.0002196,N4LO+,100.0,550
20,154.31,0.02346,0.0002214,N3LO,100.0,450
22,154.49,0.1034,0.0007021,LO,40.0,450
22,154.49,0.1048,0.0006955,LO,40.0,400
22,154.49,0.1044,0.0008127,NLO,40.0,450
22,154.49,0.1045,0.0008085,NLO,40.0,400
22,154.49,0.1042,0.000822,N2LO,40.0,400
22,154.5,0.1043,0.0008222,N4LO+,40.0,400
22,154.5,0.1031,0.0008223,N3LO,40.0,450
22,154.5,0.1022,0.0008248,N4LO+,40.0,550
22,154.5,0.1036,0.0008213,N4LO,40.0,550
22,154.5,0.1042,0.0008244,N4LO,40.0,450
22,154.5,0.1043,0.0008222,N4LO+,40.0,400
22,154.5,0.1029,0.0008256,N4LO+,40.0,500
22,154.5,0.1042,0.0008247,N3LO,40.0,400
22,154.5,0.1039,0.0008235,N4LO,40.0,500
22,154.5,0.1036,0.0008247,N4LO+,40.0,450
22,154.5,0.1036,0.0008297,N2LO,40.0,450
22,154.5,0.1044,0.0008222,N4LO,40.0,400
19,154.9,0.03417,0.0002194,LO,120.0,450
19,154.91,0.01733,0.0001625,NLO,120.0,450
19,154.91,0.01589,0.0001608,N4LO+,120.0,500
19,154.91,0.01595,0.0001619,N3LO,120.0,450
19,154.91,0.01557,0.0001601,N4LO+,120.0,550
19,154.91,0.01623,0.0001609,N4LO+,120.0,450
19,154.91,0.01561,0.0001623,N4LO,120.0,550
19,154.91,0.03029,0.0001807,LO,120.0,400
19,154.91,0.01663,0.0001611,N4LO,120.0,400
19,154.91,0.01649,0.0001625,N3LO,120.0,400
19,154.91,0.01711,0.0001617,N2LO,120.0,400
19,154.91,0.01635,0.0001592,N2LO,120.0,450
19,154.91,0.01767,0.0001632,NLO,120.0,400
19,154.91,0.01656,0.0001603,N4LO+,120.0,400
19,154.91,0.01589,0.0001622,N4LO,120.0,500
19,154.91,0.01624,0.0001617,N4LO,120.0,450
22,155.04,0.1209,0.0008341,LO,30.0,450
22,155.05,0.1423,0.001146,N4LO+,30.0,500
22,155.05,0.1424,0.001139,N4LO,30.0,450
22,155.05,0.1412,0.001094,NLO,30.0,400
22,155.05,0.1428,0.001133,N4LO,30.0,400
22,155.05,0.1421,0.001147,N4LO,30.0,550
22,155.05,0.1428,0.001134,N4LO+,30.0,400
22,155.05,0.1417,0.001105,NLO,30.0,450
22,155.05,0.1424,0.001146,N2LO,30.0,450
22,155.05,0.1423,0.001141,N3LO,30.0,450
22,155.05,0.1425,0.001141,N4LO+,30.0,450
22,155.05,0.1422,0.001144,N4LO,30.0,500
22,155.05,0.1419,0.001125,N2LO,30.0,400
22,155.05,0.1428,0.001138,N3LO,30.0,400
22,155.05,0.142,0.001149,N4LO+,30.0,550
22,155.05,0.1261,0.0008638,LO,30.0,400
19,155.63,0.03788,0.0002283,LO,100.0,400
19,155.63,0.04167,0.0002704,LO,100.0,450
19,155.64,0.02409,0.0002188,N2LO,100.0,400
19,155.64,0.02324,0.0002167,N2LO,100.0,450
19,155.64,0.02353,0.0002165,N4LO+,100.0,400
19,155.64,0.02314,0.0002186,N4LO,100.0,450
19,155.64,0.02312,0.0002176,N4LO+,100.0,450
19,155.64,0.02271,0.0002191,N4LO,100.0,500
19,155.64,0.02229,0.0002166,N4LO+,100.0,550
19,155.64,0.02361,0.0002176,N4LO,100.0,400
19,155.64,0.02236,0.000219,N4LO,100.0,550
19,155.64,0.02277,0.0002183,N3LO,100.0,450
19,155.64,0.02269,0.0002175,N4LO+,100.0,500
19,155.64,0.02474,0.0002194,NLO,100.0,400
19,155.64,0.02438,0.0002191,NLO,100.0,450
19,155.64,0.02343,0.0002192,N3LO,100.0,400
21,155.69,0.09931,0.0007886,N2LO,40.0,400
21,155.69,0.09943,0.0007776,NLO,40.0,450
21,155.69,0.09953,0.0007729,NLO,40.0,400
21,155.69,0.09994,0.0006604,LO,40.0,400
21,155.69,0.0988,0.0006698,LO,40.0,450
21,155.7,0.09945,0.0007902,N4LO+,40.0,400
21,155.7,0.09952,0.0007903,N4LO,40.0,400
21,155.7,0.09932,0.0007924,N4LO,40.0,450
21,155.7,0.09874,0.0007932,N4LO+,40.0,450
21,155.7,0.0975,0.0007943,N4LO+,40.0,550
21,155.7,0.09934,0.0007931,N3LO,40.0,400
21,155.7,0.09829,0.0007912,N3LO,40.0,450
21,155.7,0.09945,0.0007902,N4LO+,40.0,400
21,155.7,0.09875,0.0007895,N4LO,40.0,550
21,155.7,0.09871,0.0007978,N2LO,40.0,450
21,155.7,0.09811,0.0007946,N4LO+,40.0,500
21,155.7,0.09903,0.0007915,N4LO,40.0,500
21,156.22,0.12,0.0008137,LO,30.0,400
21,156.22,0.1153,0.0007888,LO,30.0,450
21,156.23,0.1349,0.001093,N4LO,30.0,550
21,156.23,0.1352,0.001084,N4LO,30.0,450
21,156.23,0.1339,0.001037,NLO,30.0,400
21,156.23,0.1356,0.001079,N4LO+,30.0,400
21,156.23,0.1353,0.001086,N4LO+,30.0,450
21,156.23,0.1351,0.001092,N4LO+,30.0,500
21,156.23,0.1351,0.001091,N2LO,30.0,450
21,156.23,0.1351,0.001087,N3LO,30.0,450
21,156.23,0.1356,0.001078,N4LO,30.0,400
21,156.23,0.1348,0.001095,N4LO+,30.0,550
21,156.23,0.135,0.00109,N4LO,30.0,500
21,156.23,0.1347,0.001069,N2LO,30.0,400
21,156.23,0.1344,0.001048,NLO,30.0,450
21,156.23,0.1356,0.001083,N3LO,30.0,400
18,156.27,0.03319,0.0002154,LO,120.0,450
18,156.27,0.02937,0.0001767,LO,120.0,400
18,156.28,0.01525,0.0001608,N4LO,120.0,550
18,156.28,0.01621,0.0001593,N4LO,120.0,400
18,156.28,0.01556,0.0001602,N3LO,120.0,450
18,156.28,0.01552,0.0001592,N4LO+,120.0,500
18,156.28,0.01719,0.0001601,NLO,120.0,400
18,156.28,0.01551,0.0001606,N4LO,120.0,500
18,156.28,0.01608,0.0001607,N3LO,120.0,400
18,156.28,0.01521,0.0001585,N4LO+,120.0,550
18,156.28,0.01687,0.0001595,NLO,120.0,450
18,156.28,0.01583,0.0001591,N4LO+,120.0,450
18,156.28,0.01667,0.0001597,N2LO,120.0,400
18,156.28,0.01614,0.0001584,N4LO+,120.0,400
18,156.28,0.01595,0.0001576,N2LO,120.0,450
18,156.28,0.01584,0.00016,N4LO,120.0,450
20,156.89,0.09431,0.0006384,LO,40.0,450
20,156.9,0.09463,0.0007625,N3LO,40.0,400
20,156.9,0.09345,0.0007644,N4LO+,40.0,500
20,156.9,0.09404,0.0007625,N4LO+,40.0,450
20,156.9,0.09457,0.0007436,NLO,40.0,450
20,156.9,0.09465,0.0007383,NLO,40.0,400
20,156.9,0.09471,0.0007591,N4LO+,40.0,400
20,156.9,0.09362,0.000761,N3LO,40.0,450
20,156.9,0.09471,0.0007591,N4LO+,40.0,400
20,156.9,0.09458,0.0007613,N4LO,40.0,450
20,156.9,0.0952,0.0006264,LO,40.0,400
20,156.9,0.09454,0.0007562,N2LO,40.0,400
20,156.9,0.094,0.0007668,N2LO,40.0,450
20,156.9,0.09289,0.0007646,N4LO+,40.0,550
20,156.9,0.09404,0.0007586,N4LO,40.0,550
20,156.9,0.0943,0.0007605,N4LO,40.0,500
20,156.9,0.09478,0.0007592,N4LO,40.0,400
18,156.97,0.02203,0.0002145,N4LO+,100.0,500
18,156.97,0.0236,0.0002143,NLO,100.0,450
18,156.97,0.02272,0.000216,N3LO,100.0,400
18,156.97,0.02288,0.0002143,N4LO,100.0,400
18,156.97,0.03656,0.000222,LO,100.0,400
18,156.97,0.02165,0.0002137,N4LO+,100.0,550
18,156.97,0.02204,0.000216,N4LO,100.0,500
18,156.97,0.02242,0.0002144,N4LO+,100.0,450
18,156.97,0.02254,0.0002137,N2LO,100.0,450
18,156.97,0.02244,0.0002154,N4LO,100.0,450
18,156.97,0.02393,0.0002144,NLO,100.0,400
18,156.97,0.0403,0.0002642,LO,100.0,450
18,156.97,0.02334,0.0002152,N2LO,100.0,400
18,156.97,0.02171,0.0002161,N4LO,100.0,550
18,156.97,0.02281,0.0002132,N4LO+,100.0,400
18,156.97,0.02209,0.0002152,N3LO,100.0,450
20,157.4,0.114,0.0007652,LO,30.0,400
20,157.4,0.1098,0.000745,LO,30.0,450
20,157.41,0.1281,0.001034,N3LO,30.0,450
20,157.41,0.1286,0.001025,N4LO,30.0,400
20,157.41,0.1281,0.001039,N4LO+,30.0,500
20,157.41,0.1279,0.001041,N4LO,30.0,550
20,157.41,0.1279,0.001043,N4LO+,30.0,550
20,157.41,0.1277,0.001014,N2LO,30.0,400
20,157.41,0.1287,0.00103,N3LO,30.0,400
20,157.41,0.1286,0.001026,N4LO+,30.0,400
20,157.41,0.1282,0.001031,N4LO,30.0,450
20,157.41,0.1281,0.001037,N4LO,30.0,500
20,157.41,0.1283,0.001033,N4LO+,30.0,450
20,157.41,0.1281,0.001038,N2LO,30.0,450
20,157.41,0.1269,0.0009811,NLO,30.0,400
20,157.41,0.1274,0.0009922,NLO,30.0,450
17,157.65,0.01544,0.0001574,N4LO+,120.0,450
17,157.65,0.01567,0.0001589,N3LO,120.0,400
17,157.65,0.02848,0.0001728,LO,120.0,400
17,157.65,0.01579,0.0001575,N4LO,120.0,400
17,157.65,0.01514,0.000159,N4LO,120.0,500
17,157.65,0.01642,0.0001565,NLO,120.0,450
17,157.65,0.01518,0.0001586,N3LO,120.0,450
17,157.65,0.01486,0.000157,N4LO+,120.0,550
17,157.65,0.01489,0.0001592,N4LO,120.0,550
17,157.65,0.01556,0.0001561,N2LO,120.0,450
17,157.65,0.01573,0.0001566,N4LO+,120.0,400
17,157.65,0.01672,0.000157,NLO,120.0,400
17,157.65,0.01624,0.0001577,N2LO,120.0,400
17,157.65,0.01544,0.0001583,N4LO,120.0,450
17,157.65,0.01515,0.0001575,N4LO+,120.0,500
17,157.65,0.03225,0.0002115,LO,120.0,450
19,158.1,0.08998,0.000608,LO,40.0,450
19,158.1,0.08993,0.0007048,NLO,40.0,400
19,158.1,0.09061,0.0005935,LO,40.0,400
19,158.1,0.08944,0.0007367,N2LO,40.0,450
19,158.1,0.08992,0.0007248,N2LO,40.0,400
19,158.1,0.08987,0.0007106,NLO,40.0,450
19,158.11,0.08972,0.0007305,N4LO,40.0,500
19,158.11,0.09012,0.000729,N4LO+,40.0,400
19,158.11,0.08894,0.0007352,N4LO+,40.0,500
19,158.11,0.08949,0.0007329,N4LO+,40.0,450
19,158.11,0.09007,0.0007328,N3LO,40.0,400
19,158.11,0.09012,0.000729,N4LO+,40.0,400
19,158.11,0.08842,0.0007359,N4LO+,40.0,550
19,158.11,0.08999,0.0007312,N4LO,40.0,450
19,158.11,0.08947,0.0007286,N4LO,40.0,550
19,158.11,0.09018,0.0007292,N4LO,40.0,400
19,158.11,0.0891,0.0007318,N3LO,40.0,450
17,158.3,0.03897,0.0002582,LO,100.0,450
17,158.3,0.03527,0.0002159,LO,100.0,400
17,158.31,0.02284,0.0002096,NLO,100.0,450
17,158.31,0.0221,0.0002099,N4LO+,100.0,400
17,158.31,0.02217,0.0002111,N4LO,100.0,400
17,158.31,0.02107,0.0002132,N4LO,100.0,550
17,158.31,0.02143,0.0002122,N3LO,100.0,450
17,158.31,0.02187,0.0002107,N2LO,100.0,450
17,158.31,0.02138,0.0002131,N4LO,100.0,500
17,158.31,0.02138,0.0002115,N4LO+,100.0,500
17,158.31,0.02102,0.0002108,N4LO+,100.0,550
17,158.31,0.02314,0.0002095,NLO,100.0,400
17,158.31,0.02175,0.0002123,N4LO,100.0,450
17,158.31,0.02261,0.0002116,N2LO,100.0,400
17,158.31,0.02203,0.0002128,N3LO,100.0,400
17,158.31,0.02175,0.0002113,N4LO+,100.0,450
19,158.58,0.1083,0.0007185,LO,30.0,400
19,158.58,0.1045,0.0007028,LO,30.0,450
19,158.59,0.1213,0.0009886,N4LO+,30.0,500
19,158.59,0.1211,0.0009905,N4LO,30.0,550
19,158.59,0.1205,0.0009386,NLO,30.0,450
19,158.59,0.1213,0.0009864,N4LO,30.0,500
19,158.59,0.1215,0.0009821,N4LO+,30.0,450
19,158.59,0.1215,0.0009802,N4LO,30.0,450
19,158.59,0.1214,0.0009859,N2LO,30.0,450
19,158.59,0.1211,0.0009928,N4LO+,30.0,550
19,158.59,0.1201,0.0009273,NLO,30.0,400
19,158.59,0.1219,0.0009795,N3LO,30.0,400
19,158.59,0.1218,0.0009744,N4LO+,30.0,400
19,158.59,0.1218,0.0009735,N4LO,30.0,400
19,158.59,0.121,0.0009617,N2LO,30.0,400
19,158.59,0.1214,0.0009834,N3LO,30.0,450
16,159.03,0.01598,0.0001536,NLO,120.0,450
16,159.03,0.01582,0.0001558,N2LO,120.0,400
16,159.03,0.01518,0.0001546,N2LO,120.0,450
16,159.03,0.01505,0.0001567,N4LO,120.0,450
16,159.03,0.01533,0.0001548,N4LO+,120.0,400
16,159.03,0.01528,0.0001571,N3LO,120.0,400
16,159.03,0.01625,0.000154,NLO,120.0,400
16,159.03,0.01506,0.0001557,N4LO+,120.0,450
16,159.03,0.01454,0.0001577,N4LO,120.0,550
16,159.03,0.01452,0.0001555,N4LO+,120.0,550
16,159.03,0.01477,0.0001574,N4LO,120.0,500
16,159.03,0.03133,0.0002077,LO,120.0,450
16,159.03,0.01478,0.0001559,N4LO+,120.0,500
16,159.03,0.02761,0.0001689,LO,120.0,400
16,159.03,0.01481,0.000157,N3LO,120.0,450
16,159.03,0.01538,0.0001557,N4LO,120.0,400
18,159.31,0.08506,0.0006997,N4LO,40.0,550
18,159.31,0.08503,0.0007077,N2LO,40.0,450
18,159.31,0.08546,0.0006945,N2LO,40.0,400
18,159.31,0.08533,0.0006789,NLO,40.0,450
18,159.31,0.08556,0.0007022,N4LO,40.0,450
18,159.31,0.08459,0.0007071,N4LO+,40.0,500
18,159.31,0.08537,0.0006725,NLO,40.0,400
18,159.31,0.08473,0.0007036,N3LO,40.0,450
18,159.31,0.08574,0.0007002,N4LO,40.0,400
18,159.31,0.08569,0.0007,N4LO+,40.0,400
18,159.31,0.08509,0.0007042,N4LO+,40.0,450
18,159.31,0.08567,0.0007041,N3LO,40.0,400
18,159.31,0.0841,0.0007082,N4LO+,40.0,550
18,159.31,0.0853,0.0007015,N4LO,40.0,500
18,159.31,0.0862,0.0005618,LO,40.0,400
18,159.31,0.08569,0.0007,N4LO+,40.0,400
18,159.31,0.08581,0.0005788,LO,40.0,450
16,159.64,0.03769,0.0002524,LO,100.0,450
16,159.64,0.0219,0.0002081,N2LO,100.0,400
16,159.64,0.03403,0.0002099,LO,100.0,400
16,159.64,0.02237,0.0002048,NLO,100.0,400
16,159.65,0.02074,0.0002102,N4LO,100.0,500
16,159.65,0.02041,0.0002081,N4LO+,100.0,550
16,159.65,0.0221,0.000205,NLO,100.0,450
16,159.65,0.02136,0.0002097,N3LO,100.0,400
