 #     E1  dGamma/dq   dGamma/dE1 
  0.3508647E+00  0.7627600E-05  0.1986316E-04
  0.3548292E+00  0.7434571E-05  0.1925203E-04
  0.3588160E+00  0.7197220E-05  0.1853357E-04
  0.3628251E+00  0.6920361E-05  0.1772190E-04
  0.3668565E+00  0.6609800E-05  0.1683335E-04
  0.3709101E+00  0.6271680E-05  0.1588473E-04
  0.3749860E+00  0.5912125E-05  0.1489246E-04
  0.3790842E+00  0.5536787E-05  0.1387140E-04
  0.3832047E+00  0.5150659E-05  0.1283446E-04
  0.3873474E+00  0.4758000E-05  0.1179246E-04
  0.3915124E+00  0.4362541E-05  0.1075467E-04
  0.3956996E+00  0.3968363E-05  0.9731029E-05
  0.3999092E+00  0.3580209E-05  0.8732890E-05
  0.4041410E+00  0.3202092E-05  0.7769582E-05
  0.4083951E+00  0.2836779E-05  0.6847239E-05
  0.4126714E+00  0.2485832E-05  0.5968975E-05
  0.4169701E+00  0.2150126E-05  0.5136197E-05
  0.4212910E+00  0.1830411E-05  0.4349986E-05
  0.4256342E+00  0.1526262E-05  0.3608619E-05
  0.4299996E+00  0.1235097E-05  0.2905342E-05
  0.4343873E+00  0.9521200E-06  0.2228350E-05
  0.4387973E+00  0.6685610E-06  0.1556823E-05
  0.4432296E+00  0.3471313E-06  0.8042844E-06
