DEG	LO2	NLO2	N2LO2	N3LO2	N4LO1	N4LO2	N4LO3	N4LO4	N4LO+2	AV18
37	-0.425	-0.262	-0.2292	-0.2236	-0.2403	-0.228	-0.2186	-0.2119	-0.2266	-0.2077
38	-0.4354	-0.2697	-0.2362	-0.2306	-0.2477	-0.2352	-0.2255	-0.2186	-0.2337	-0.2141
39	-0.4454	-0.2772	-0.2431	-0.2375	-0.2551	-0.2421	-0.2322	-0.2251	-0.2406	-0.2204
40	-0.455	-0.2845	-0.2498	-0.2443	-0.2622	-0.2489	-0.2387	-0.2315	-0.2473	-0.2266
41	-0.4642	-0.2915	-0.2564	-0.2508	-0.2691	-0.2555	-0.2451	-0.2377	-0.2538	-0.2325
42	-0.4731	-0.2983	-0.2627	-0.2572	-0.2759	-0.262	-0.2513	-0.2437	-0.2601	-0.2383
43	-0.4816	-0.3049	-0.2688	-0.2634	-0.2825	-0.2682	-0.2573	-0.2496	-0.2663	-0.2439
44	-0.4898	-0.3112	-0.2748	-0.2694	-0.2888	-0.2743	-0.2631	-0.2552	-0.2722	-0.2493
45	-0.4977	-0.3173	-0.2805	-0.2752	-0.295	-0.2801	-0.2687	-0.2607	-0.278	-0.2545
46	-0.5052	-0.3231	-0.2861	-0.2809	-0.3009	-0.2858	-0.2741	-0.266	-0.2835	-0.2595
47	-0.5123	-0.3288	-0.2914	-0.2863	-0.3067	-0.2912	-0.2794	-0.271	-0.2889	-0.2644
48	-0.5192	-0.3341	-0.2965	-0.2915	-0.3122	-0.2965	-0.2844	-0.2759	-0.294	-0.269
49	-0.5256999999999999	-0.3393	-0.3014	-0.2966	-0.3175	-0.3015	-0.2892	-0.2806	-0.2989	-0.2734
50	-0.5319	-0.3441	-0.3061	-0.3014	-0.3226	-0.3063	-0.2939	-0.2851	-0.3036	-0.2776
51	-0.5379	-0.3488	-0.3106	-0.306	-0.3275	-0.3109	-0.2983	-0.2894	-0.3081	-0.2817
52	-0.5435	-0.3532	-0.3148	-0.3104	-0.3321	-0.3154	-0.3025	-0.2935	-0.3124	-0.2855
53	-0.5488	-0.3573	-0.3189	-0.3147	-0.3366	-0.3196	-0.3065	-0.2974	-0.3165	-0.2891
54	-0.5538999999999999	-0.3613	-0.3227	-0.3187	-0.3408	-0.3235	-0.3104	-0.3011	-0.3204	-0.2925
55	-0.5587	-0.3649	-0.3263	-0.3225	-0.3449	-0.3273	-0.314	-0.3046	-0.3241	-0.2957
56	-0.5632	-0.3684	-0.3297	-0.3261	-0.3487	-0.3309	-0.3174	-0.3079	-0.3275	-0.2987
57	-0.5674	-0.3716	-0.3329	-0.3295	-0.3523	-0.3343	-0.3206	-0.311	-0.3308	-0.3015
58	-0.5714	-0.3745	-0.3359	-0.3327	-0.3557	-0.3374	-0.3236	-0.3139	-0.3338	-0.3041
59	-0.5752	-0.3773	-0.3387	-0.3357	-0.3588	-0.3404	-0.3264	-0.3166	-0.3366	-0.3065
60	-0.5787	-0.3798	-0.3413	-0.3385	-0.3618	-0.3432	-0.329	-0.319	-0.3392	-0.3086
61	-0.5819	-0.382	-0.3436	-0.3411	-0.3646	-0.3457	-0.3314	-0.3213	-0.3417	-0.3106
62	-0.585	-0.3841	-0.3458	-0.3435	-0.3671	-0.348	-0.3336	-0.3234	-0.3439	-0.3124
63	-0.5878	-0.3859	-0.3478	-0.3458	-0.3695	-0.3502	-0.3356	-0.3253	-0.3459	-0.314
64	-0.5904	-0.3875	-0.3495	-0.3478	-0.3716	-0.3521	-0.3374	-0.3271	-0.3477	-0.3154
65	-0.5928	-0.3889	-0.3511	-0.3496	-0.3736	-0.3539	-0.339	-0.3286	-0.3493	-0.3166
66	-0.5949	-0.39	-0.3524	-0.3512	-0.3753	-0.3554	-0.3404	-0.3299	-0.3507	-0.3176
67	-0.5969	-0.3909	-0.3536	-0.3527	-0.3769	-0.3568	-0.3416	-0.331	-0.3519	-0.3184
68	-0.5986	-0.3916	-0.3545	-0.3539	-0.3782	-0.3579	-0.3426	-0.332	-0.3529	-0.319
69	-0.6002	-0.3921	-0.3553	-0.355	-0.3794	-0.3589	-0.3435	-0.3327	-0.3537	-0.3195
70	-0.6015	-0.3924	-0.3558	-0.3559	-0.3803	-0.3597	-0.3441	-0.3333	-0.3544	-0.3197
71	-0.6027	-0.3924	-0.3562	-0.3566	-0.3811	-0.3603	-0.3446	-0.3337	-0.3548	-0.3197
72	-0.6037	-0.3923	-0.3564	-0.3571	-0.3817	-0.3607	-0.3449	-0.3339	-0.3551	-0.3196
73	-0.6045	-0.3919	-0.3564	-0.3574	-0.382	-0.3609	-0.345	-0.334	-0.3551	-0.3193
74	-0.6051	-0.3913	-0.3562	-0.3576	-0.3822	-0.3609	-0.3449	-0.3338	-0.355	-0.3188
75	-0.6055	-0.3905	-0.3559	-0.3575	-0.3822	-0.3608	-0.3446	-0.3335	-0.3547	-0.3181
76	-0.6058	-0.3895	-0.3553	-0.3573	-0.3821	-0.3604	-0.3442	-0.333	-0.3542	-0.3173
77	-0.6058	-0.3883	-0.3546	-0.357	-0.3817	-0.3599	-0.3436	-0.3323	-0.3535	-0.3163
78	-0.6058	-0.3869	-0.3536	-0.3564	-0.3811	-0.3592	-0.3428	-0.3315	-0.3527	-0.3151
79	-0.6055	-0.3853	-0.3525	-0.3557	-0.3804	-0.3584	-0.3418	-0.3304	-0.3516	-0.3137
80	-0.6051	-0.3835	-0.3513	-0.3548	-0.3795	-0.3573	-0.3407	-0.3293	-0.3504	-0.3122
81	-0.6045	-0.3815	-0.3498	-0.3537	-0.3784	-0.3561	-0.3394	-0.3279	-0.349	-0.3105
82	-0.6037	-0.3793	-0.3482	-0.3525	-0.3771	-0.3547	-0.3379	-0.3264	-0.3475	-0.3086
83	-0.6027	-0.3769	-0.3464	-0.3511	-0.3757	-0.3531	-0.3363	-0.3247	-0.3457	-0.3066
84	-0.6016	-0.3743	-0.3445	-0.3496	-0.3741	-0.3514	-0.3345	-0.3229	-0.3439	-0.3044
85	-0.6004	-0.3715	-0.3424	-0.3478	-0.3723	-0.3495	-0.3326	-0.3209	-0.3418	-0.3021
86	-0.5989	-0.3686	-0.3401	-0.346	-0.3703	-0.3475	-0.3304	-0.3187	-0.3396	-0.2996
87	-0.5974	-0.3654	-0.3376	-0.3439	-0.3682	-0.3452	-0.3282	-0.3164	-0.3372	-0.297
88	-0.5956	-0.3621	-0.335	-0.3417	-0.3659	-0.3429	-0.3257	-0.314	-0.3346	-0.2942
89	-0.5937	-0.3585	-0.3323	-0.3394	-0.3634	-0.3403	-0.3232	-0.3114	-0.3319	-0.2912
90	-0.5916	-0.3548	-0.3293	-0.3369	-0.3608	-0.3376	-0.3204	-0.3086	-0.3291	-0.2882
91	-0.5893	-0.351	-0.3263	-0.3343	-0.358	-0.3348	-0.3176	-0.3057	-0.3261	-0.285
92	-0.5869	-0.3469	-0.3231	-0.3315	-0.3551	-0.3318	-0.3145	-0.3027	-0.3229	-0.2816
93	-0.5843	-0.3427	-0.3197	-0.3285	-0.352	-0.3287	-0.3114	-0.2996	-0.3196	-0.2782
94	-0.5816	-0.3383	-0.3162	-0.3255	-0.3487	-0.3254	-0.3081	-0.2963	-0.3162	-0.2746
95	-0.5787	-0.3338	-0.3126	-0.3223	-0.3453	-0.322	-0.3047	-0.2928	-0.3126	-0.2709
96	-0.5756	-0.3291	-0.3088	-0.3189	-0.3418	-0.3184	-0.3011	-0.2893	-0.3089	-0.267
97	-0.5724	-0.3242	-0.3049	-0.3154	-0.3381	-0.3147	-0.2974	-0.2856	-0.305	-0.2631
98	-0.5689	-0.3193	-0.3009	-0.3118	-0.3342	-0.3109	-0.2936	-0.2818	-0.301	-0.2591
99	-0.5653	-0.3141	-0.2967	-0.3081	-0.3302	-0.3069	-0.2897	-0.2779	-0.2969	-0.2549
100	-0.5616	-0.3088	-0.2924	-0.3042	-0.3261	-0.3028	-0.2856	-0.2739	-0.2927	-0.2507
101	-0.5576	-0.3034	-0.288	-0.3002	-0.3219	-0.2986	-0.2815	-0.2698	-0.2884	-0.2463
102	-0.5535	-0.2979	-0.2835	-0.2961	-0.3175	-0.2943	-0.2772	-0.2656	-0.2839	-0.2419
103	-0.5492	-0.2923	-0.2789	-0.2919	-0.313	-0.2899	-0.2729	-0.2613	-0.2794	-0.2374
104	-0.5447	-0.2865	-0.2742	-0.2876	-0.3084	-0.2853	-0.2684	-0.2569	-0.2747	-0.2328
105	-0.54	-0.2807	-0.2694	-0.2832	-0.3036	-0.2807	-0.2638	-0.2524	-0.27	-0.2282
106	-0.5352	-0.2747	-0.2645	-0.2787	-0.2988	-0.276	-0.2592	-0.2478	-0.2651	-0.2234
107	-0.5301	-0.2687	-0.2596	-0.2741	-0.2938	-0.2711	-0.2545	-0.2431	-0.2602	-0.2187
108	-0.5249	-0.2626	-0.2545	-0.2694	-0.2888	-0.2662	-0.2496	-0.2384	-0.2552	-0.2138
109	-0.5195	-0.2564	-0.2494	-0.2646	-0.2836	-0.2612	-0.2448	-0.2336	-0.2501	-0.209
110	-0.5138	-0.2501	-0.2442	-0.2597	-0.2784	-0.2561	-0.2398	-0.2287	-0.2449	-0.204
111	-0.508	-0.2438	-0.2389	-0.2547	-0.273	-0.251	-0.2348	-0.2238	-0.2397	-0.1991
112	-0.502	-0.2374	-0.2336	-0.2497	-0.2676	-0.2458	-0.2297	-0.2189	-0.2344	-0.1941
113	-0.4959	-0.231	-0.2282	-0.2446	-0.2621	-0.2405	-0.2246	-0.2139	-0.2291	-0.1891
114	-0.4895	-0.2246	-0.2228	-0.2394	-0.2566	-0.2351	-0.2194	-0.2088	-0.2237	-0.1841
115	-0.4829	-0.2182	-0.2174	-0.2342	-0.251	-0.2298	-0.2142	-0.2038	-0.2183	-0.1791
116	-0.4761	-0.2117	-0.2119	-0.229	-0.2453	-0.2243	-0.209	-0.1987	-0.2129	-0.1741
117	-0.4691	-0.2053	-0.2064	-0.2237	-0.2395	-0.2189	-0.2037	-0.1935	-0.2074	-0.169
118	-0.462	-0.1988	-0.2009	-0.2183	-0.2338	-0.2134	-0.1985	-0.1884	-0.2019	-0.164
119	-0.4546	-0.1924	-0.1953	-0.2129	-0.2279	-0.2078	-0.1932	-0.1833	-0.1964	-0.159
120	-0.4471	-0.186	-0.1898	-0.2075	-0.2221	-0.2023	-0.1878	-0.1781	-0.1909	-0.1541
121	-0.4393	-0.1796	-0.1843	-0.2021	-0.2162	-0.1967	-0.1825	-0.173	-0.1854	-0.1491
122	-0.4314	-0.1733	-0.1787	-0.1966	-0.2103	-0.1912	-0.1772	-0.1678	-0.1799	-0.1442
123	-0.4233	-0.167	-0.1732	-0.1911	-0.2044	-0.1856	-0.1719	-0.1627	-0.1744	-0.1393
124	-0.415	-0.1608	-0.1677	-0.1857	-0.1985	-0.1801	-0.1666	-0.1576	-0.1689	-0.1345
125	-0.4065	-0.1547	-0.1623	-0.1802	-0.1926	-0.1745	-0.1614	-0.1525	-0.1635	-0.1297
126	-0.3979	-0.1486	-0.1568	-0.1747	-0.1867	-0.169	-0.1561	-0.1475	-0.1581	-0.125
127	-0.3891	-0.1426	-0.1514	-0.1693	-0.1808	-0.1635	-0.1509	-0.1425	-0.1527	-0.1203
128	-0.3801	-0.1367	-0.1461	-0.1638	-0.1749	-0.158	-0.1457	-0.1375	-0.1473	-0.1157
129	-0.371	-0.1309	-0.1408	-0.1584	-0.1691	-0.1526	-0.1406	-0.1326	-0.142	-0.1112
130	-0.3618	-0.1253	-0.1356	-0.153	-0.1633	-0.1472	-0.1355	-0.1277	-0.1368	-0.1067
131	-0.3524	-0.1197	-0.1304	-0.1477	-0.1575	-0.1418	-0.1305	-0.1229	-0.1316	-0.1023
132	-0.3429	-0.1142	-0.1253	-0.1424	-0.1517	-0.1365	-0.1255	-0.1181	-0.1265	-0.09802
133	-0.3332	-0.1089	-0.1202	-0.1371	-0.1461	-0.1313	-0.1206	-0.1134	-0.1215	-0.09379
134	-0.3235	-0.1037	-0.1152	-0.1319	-0.1404	-0.1261	-0.1157	-0.1088	-0.1165	-0.08964
135	-0.3137	-0.09858	-0.1103	-0.1267	-0.1349	-0.121	-0.1109	-0.1042	-0.1116	-0.08558
136	-0.3038	-0.09363	-0.1055	-0.1216	-0.1294	-0.1159	-0.1062	-0.09973	-0.1068	-0.08161
137	-0.2938	-0.08881	-0.1008	-0.1166	-0.1239	-0.111	-0.1016	-0.09532	-0.102	-0.07774
138	-0.2837	-0.08413	-0.09617000000000001	-0.1116	-0.1186	-0.1061	-0.09704	-0.091	-0.09737999999999999	-0.07395
139	-0.2736	-0.07958	-0.09163	-0.1067	-0.1133	-0.1013	-0.09257	-0.08676	-0.09283	-0.07026
140	-0.2635	-0.07518	-0.08719	-0.1019	-0.1081	-0.09656000000000001	-0.08819	-0.08261	-0.08837	-0.06666999999999999
141	-0.2534	-0.07092	-0.08284999999999999	-0.09712	-0.103	-0.09193999999999999	-0.0839	-0.07854	-0.08400000000000001	-0.06318
142	-0.2432	-0.0668	-0.07861	-0.09246	-0.09805	-0.08740000000000001	-0.07969999999999999	-0.07457	-0.07974000000000001	-0.05978
143	-0.2331	-0.06283	-0.07446999999999999	-0.08789	-0.09315	-0.08296000000000001	-0.0756	-0.0707	-0.07557	-0.05649
144	-0.223	-0.059	-0.07044	-0.08341	-0.08835	-0.07862	-0.07159	-0.06691999999999999	-0.07152	-0.05329
145	-0.2129	-0.05531	-0.06652	-0.07902000000000001	-0.08366	-0.07439	-0.06769	-0.06324	-0.06756	-0.0502
146	-0.2029	-0.05176	-0.06271	-0.07473	-0.07908	-0.07026	-0.06389	-0.05965	-0.06372	-0.0472
147	-0.193	-0.04836	-0.059	-0.07055	-0.07461	-0.06623	-0.06019	-0.05617	-0.05998	-0.04431
148	-0.1832	-0.04509	-0.05541	-0.06646000000000001	-0.07025000000000001	-0.06232	-0.05659	-0.05279	-0.05636	-0.04151
149	-0.1734	-0.04196	-0.05194	-0.06249	-0.06601	-0.05852	-0.0531	-0.04951	-0.05284	-0.03882
150	-0.1638	-0.03897	-0.04857	-0.05862	-0.06189	-0.05482	-0.04972	-0.04634	-0.04944	-0.03622
151	-0.1544	-0.03611	-0.04532	-0.05486	-0.0579	-0.05125	-0.04645	-0.04327	-0.04616	-0.03372
152	-0.1451	-0.03339	-0.04219	-0.05122	-0.05402	-0.04779	-0.04329	-0.04031	-0.04298	-0.03132
153	-0.1359	-0.03079	-0.03917	-0.04769	-0.05028	-0.04444	-0.04024	-0.03745	-0.03992	-0.02902
154	-0.127	-0.02832	-0.03627	-0.04428	-0.04666	-0.04122	-0.0373	-0.0347	-0.03698	-0.02682
155	-0.1182	-0.02597	-0.03348	-0.04099	-0.04317	-0.03811	-0.03447	-0.03205	-0.03415	-0.02471
156	-0.1097	-0.02375	-0.03081	-0.03781	-0.0398	-0.03512	-0.03175	-0.02951	-0.03144	-0.02269
157	-0.1014	-0.02164	-0.02825	-0.03476	-0.03658	-0.03225	-0.02914	-0.02708	-0.02884	-0.02077
158	-0.09334000000000001	-0.01965	-0.02581	-0.03184	-0.03348	-0.02951	-0.02665	-0.02475	-0.02635	-0.01894
159	-0.08555	-0.01777	-0.02348	-0.02903	-0.03052	-0.02688	-0.02427	-0.02253	-0.02398	-0.0172
160	-0.07802000000000001	-0.01601	-0.02126	-0.02635	-0.02769	-0.02438	-0.022	-0.02042	-0.02173	-0.01555
161	-0.07079000000000001	-0.01435	-0.01916	-0.0238	-0.025	-0.022	-0.01984	-0.01841	-0.01959	-0.014
162	-0.06385	-0.01279	-0.01717	-0.02138	-0.02244	-0.01974	-0.0178	-0.01651	-0.01756	-0.01252
163	-0.05722	-0.01133	-0.01529	-0.01908	-0.02002	-0.0176	-0.01586	-0.01471	-0.01565	-0.01114
164	-0.05091	-0.009978000000000001	-0.01353	-0.01691	-0.01774	-0.01559	-0.01404	-0.01302	-0.01384	-0.009842
165	-0.04493	-0.008718	-0.01188	-0.01487	-0.01559	-0.0137	-0.01234	-0.01144	-0.01216	-0.008628
166	-0.03929	-0.007552	-0.01033	-0.01296	-0.01358	-0.01193	-0.01074	-0.009953999999999999	-0.01058	-0.007498
167	-0.03399	-0.006477	-0.008898	-0.01118	-0.01171	-0.01028	-0.009254999999999999	-0.008576	-0.009113	-0.00645
168	-0.02906	-0.005492	-0.007573	-0.009527000000000001	-0.009982	-0.008761	-0.007882	-0.007302	-0.007758	-0.005485
169	-0.02449	-0.004594	-0.006357	-0.008007999999999999	-0.008388	-0.00736	-0.00662	-0.006132	-0.006513	-0.004599
170	-0.0203	-0.00378	-0.005249	-0.00662	-0.006933	-0.006081	-0.005469	-0.005064	-0.005379	-0.003794
171	-0.01648	-0.00305	-0.004248	-0.005364	-0.005616	-0.004925	-0.004428	-0.0041	-0.004354	-0.003068
172	-0.01305	-0.002402	-0.003353	-0.004239	-0.004437	-0.003891	-0.003497	-0.003238	-0.003438	-0.002421
173	-0.01001	-0.001833	-0.002566	-0.003246	-0.003397	-0.002978	-0.002677	-0.002478	-0.00263	-0.001851
174	-0.007367	-0.001343	-0.001884	-0.002385	-0.002496	-0.002188	-0.001966	-0.00182	-0.001932	-0.001358
175	-0.005123	-0.0009307	-0.001307	-0.001657	-0.001733	-0.001519	-0.001365	-0.001263	-0.001341	-0.0009423
176	-0.003283	-0.0005945	-0.0008363999999999999	-0.00106	-0.001109	-0.0009721	-0.0008733	-0.0008082	-0.0008578	-0.0006026
177	-0.001848	-0.0003339	-0.0004703	-0.0005965	-0.000624	-0.0005467	-0.0004911	-0.0004545	-0.0004824	-0.0003387
178	-0.0008219	-0.0001483	-0.000209	-0.0002651	-0.0002773	-0.000243	-0.0002183	-0.000202	-0.0002143	-0.0001505
179	-0.0002056	-3.704e-05	-5.223e-05	-6.628e-05	-6.933e-05	-6.074e-05	-5.456e-05	-5.049e-05	-5.358e-05	-3.761e-05
180	0	0	0	0	0	0	0	0	0	0
